Attributes
atom_atomtype[X,Y,Y] :  7.15165e+00 ; iterations: [ 7.15165e+00 ]
atom_charge[Y,Y,Y]   :  4.90685e-01 ; iterations: [ 4.90685e-01 ]
atom_name[X,Y,Y]     :  3.96581e-01 ; iterations: [ 3.96581e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.30190e-01 ; iterations: [ 3.30190e-01 ]
sbond_1_atomid[X,Y,Y]:  3.09898e-01 ; iterations: [ 3.09898e-01 ]
atom_charge[X,Y,Y]   :  2.64572e-01 ; iterations: [ 2.64572e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.55099e-01 ; iterations: [ 2.55099e-01 ]
sbond_2_atomid[X,Y,Y]:  2.03731e-01 ; iterations: [ 2.03731e-01 ]
sbond_7_atomid[Y,Y,Y]:  8.06009e-02 ; iterations: [ 8.06009e-02 ]
sbond_7_atomid[X,Y,Y]:  2.28053e-02 ; iterations: [ 2.28053e-02 ]
atom_atomtype[Y,Y,Y] :  2.19263e-02 ; iterations: [ 2.19263e-02 ]

Attributes summed
atom_atomtype        :  7.17358e+00 ; iterations: [ 7.17358e+00 ]
atom_charge          :  7.55257e-01 ; iterations: [ 7.55257e-01 ]
sbond_1_atomid       :  5.64997e-01 ; iterations: [ 5.64997e-01 ]
sbond_2_atomid       :  5.33921e-01 ; iterations: [ 5.33921e-01 ]
atom_name            :  3.96581e-01 ; iterations: [ 3.96581e-01 ]
sbond_7_atomid       :  1.03406e-01 ; iterations: [ 1.03406e-01 ]

Aggregators
count                :  6.04213e+00 ; iterations: [ 6.04213e+00 ]
projection2_mode     :  9.57056e-01 ; iterations: [ 9.57056e-01 ]
mode                 :  7.18847e-01 ; iterations: [ 7.18847e-01 ]
sum                  :  5.96020e-01 ; iterations: [ 5.96020e-01 ]
min                  :  4.20877e-01 ; iterations: [ 4.20877e-01 ]
projection0_mode     :  4.02477e-01 ; iterations: [ 4.02477e-01 ]
max                  :  3.90329e-01 ; iterations: [ 3.90329e-01 ]

