Attributes
bonds_bond_type[X,Y,Y,Y]:  1.04599e+00 ; iterations: [ 1.04599e+00 ]
atoms_atom_type[Y,X,Y]  :  7.91522e-01 ; iterations: [ 7.91522e-01 ]
atoms_charge[Y,X,Y]     :  4.35240e-01 ; iterations: [ 4.35240e-01 ]
atoms_element[Y,X,Y]    :  3.56851e-01 ; iterations: [ 3.56851e-01 ]
ring_strucs_name[Y,X,Y] :  1.21212e-01 ; iterations: [ 1.21212e-01 ]
atoms_atom_type[Y,Y,Y]  :  7.56173e-02 ; iterations: [ 7.56173e-02 ]
atoms_charge[Y,Y,Y]     :  6.77716e-02 ; iterations: [ 6.77716e-02 ]
bonds_bond_type[Y,Y,Y,Y]:  6.76691e-03 ; iterations: [ 6.76691e-03 ]

Attributes summed
bonds_bond_type         :  1.05276e+00 ; iterations: [ 1.05276e+00 ]
atoms_atom_type         :  8.67139e-01 ; iterations: [ 8.67139e-01 ]
atoms_charge            :  5.03012e-01 ; iterations: [ 5.03012e-01 ]
atoms_element           :  3.56851e-01 ; iterations: [ 3.56851e-01 ]
ring_strucs_name        :  1.21212e-01 ; iterations: [ 1.21212e-01 ]

Aggregators
sum                     :  1.16341e+00 ; iterations: [ 1.16341e+00 ]
max                     :  6.73815e-01 ; iterations: [ 6.73815e-01 ]
count                   :  6.33777e-01 ; iterations: [ 6.33777e-01 ]
min                     :  2.79808e-01 ; iterations: [ 2.79808e-01 ]
projection2_min         :  1.01659e-01 ; iterations: [ 1.01659e-01 ]
projection2_sum         :  4.17299e-02 ; iterations: [ 4.17299e-02 ]
projection0_mode        :  6.76691e-03 ; iterations: [ 6.76691e-03 ]

