Attributes
atom_atomtype[X,Y,Y] :  5.71443e+00 ; iterations: [ 5.71443e+00 ]
atom_charge[Y,Y,Y]   :  7.46740e-01 ; iterations: [ 7.46740e-01 ]
sbond_1_atomid[X,Y,Y]:  5.80858e-01 ; iterations: [ 5.80858e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.80495e-01 ; iterations: [ 4.80495e-01 ]
atom_name[X,Y,Y]     :  3.01312e-01 ; iterations: [ 3.01312e-01 ]
atom_atomtype[Y,Y,Y] :  2.11185e-01 ; iterations: [ 2.11185e-01 ]
sbond_2_atomid[X,Y,Y]:  1.66710e-01 ; iterations: [ 1.66710e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.20988e-01 ; iterations: [ 1.20988e-01 ]
atom_charge[X,Y,Y]   :  1.11404e-01 ; iterations: [ 1.11404e-01 ]
sbond_7_atomid[X,Y,Y]:  6.80061e-02 ; iterations: [ 6.80061e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.15298e-02 ; iterations: [ 5.15298e-02 ]
atom_name[Y,Y,Y]     :  2.85342e-02 ; iterations: [ 2.85342e-02 ]

Attributes summed
atom_atomtype        :  5.92562e+00 ; iterations: [ 5.92562e+00 ]
sbond_1_atomid       :  1.06135e+00 ; iterations: [ 1.06135e+00 ]
atom_charge          :  8.58144e-01 ; iterations: [ 8.58144e-01 ]
atom_name            :  3.29846e-01 ; iterations: [ 3.29846e-01 ]
sbond_2_atomid       :  2.87698e-01 ; iterations: [ 2.87698e-01 ]
sbond_7_atomid       :  1.19536e-01 ; iterations: [ 1.19536e-01 ]

Aggregators
count                :  4.68514e+00 ; iterations: [ 4.68514e+00 ]
projection2_mode     :  1.12882e+00 ; iterations: [ 1.12882e+00 ]
mode                 :  9.41984e-01 ; iterations: [ 9.41984e-01 ]
min                  :  7.58268e-01 ; iterations: [ 7.58268e-01 ]
sum                  :  5.47648e-01 ; iterations: [ 5.47648e-01 ]
max                  :  3.47820e-01 ; iterations: [ 3.47820e-01 ]
projection0_mode     :  1.72517e-01 ; iterations: [ 1.72517e-01 ]

