Attributes
atom_atomtype[X,Y,Y] :  5.18210e+00 ; iterations: [ 5.18210e+00 ]
atom_charge[X,Y,Y]   :  6.01368e-01 ; iterations: [ 6.01368e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.49679e-01 ; iterations: [ 4.49679e-01 ]
sbond_1_atomid[X,Y,Y]:  4.46344e-01 ; iterations: [ 4.46344e-01 ]
atom_charge[Y,Y,Y]   :  2.74743e-01 ; iterations: [ 2.74743e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.20633e-01 ; iterations: [ 2.20633e-01 ]
sbond_7_atomid[Y,Y,Y]:  8.15233e-02 ; iterations: [ 8.15233e-02 ]
sbond_2_atomid[X,Y,Y]:  8.01188e-02 ; iterations: [ 8.01188e-02 ]
atom_atomtype[Y,Y,Y] :  7.47922e-02 ; iterations: [ 7.47922e-02 ]
atom_name[X,Y,Y]     :  6.28295e-02 ; iterations: [ 6.28295e-02 ]
sbond_7_atomid[X,Y,Y]:  5.20756e-02 ; iterations: [ 5.20756e-02 ]
atom_name[Y,Y,Y]     :  1.47898e-02 ; iterations: [ 1.47898e-02 ]

Attributes summed
atom_atomtype        :  5.25689e+00 ; iterations: [ 5.25689e+00 ]
sbond_1_atomid       :  8.96023e-01 ; iterations: [ 8.96023e-01 ]
atom_charge          :  8.76110e-01 ; iterations: [ 8.76110e-01 ]
sbond_2_atomid       :  3.00752e-01 ; iterations: [ 3.00752e-01 ]
sbond_7_atomid       :  1.33599e-01 ; iterations: [ 1.33599e-01 ]
atom_name            :  7.76193e-02 ; iterations: [ 7.76193e-02 ]

Aggregators
count                :  4.82766e+00 ; iterations: [ 4.82766e+00 ]
projection2_mode     :  8.20725e-01 ; iterations: [ 8.20725e-01 ]
sum                  :  7.68785e-01 ; iterations: [ 7.68785e-01 ]
mode                 :  4.88359e-01 ; iterations: [ 4.88359e-01 ]
max                  :  3.14295e-01 ; iterations: [ 3.14295e-01 ]
projection0_mode     :  2.41416e-01 ; iterations: [ 2.41416e-01 ]
min                  :  7.97582e-02 ; iterations: [ 7.97582e-02 ]

