Attributes
atom_atomtype[X,Y,Y] :  4.00838e+00 ; iterations: [ 4.00838e+00 ]
atom_charge[Y,Y,Y]   :  7.68028e-01 ; iterations: [ 7.68028e-01 ]
sbond_1_atomid[X,Y,Y]:  7.33087e-01 ; iterations: [ 7.33087e-01 ]
atom_name[X,Y,Y]     :  4.92543e-01 ; iterations: [ 4.92543e-01 ]
atom_charge[X,Y,Y]   :  4.50818e-01 ; iterations: [ 4.50818e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.97278e-01 ; iterations: [ 1.97278e-01 ]
atom_atomtype[Y,Y,Y] :  1.66315e-01 ; iterations: [ 1.66315e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.46821e-01 ; iterations: [ 1.46821e-01 ]
sbond_2_atomid[X,Y,Y]:  7.48856e-02 ; iterations: [ 7.48856e-02 ]
atom_name[Y,Y,Y]     :  7.34694e-02 ; iterations: [ 7.34694e-02 ]
sbond_7_atomid[X,Y,Y]:  2.28590e-02 ; iterations: [ 2.28590e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.06945e-02 ; iterations: [ 2.06945e-02 ]

Attributes summed
atom_atomtype        :  4.17469e+00 ; iterations: [ 4.17469e+00 ]
atom_charge          :  1.21885e+00 ; iterations: [ 1.21885e+00 ]
sbond_1_atomid       :  9.30365e-01 ; iterations: [ 9.30365e-01 ]
atom_name            :  5.66012e-01 ; iterations: [ 5.66012e-01 ]
sbond_2_atomid       :  2.21706e-01 ; iterations: [ 2.21706e-01 ]
sbond_7_atomid       :  4.35535e-02 ; iterations: [ 4.35535e-02 ]

Aggregators
count                :  3.15534e+00 ; iterations: [ 3.15534e+00 ]
projection2_mode     :  1.74827e+00 ; iterations: [ 1.74827e+00 ]
mode                 :  9.68746e-01 ; iterations: [ 9.68746e-01 ]
sum                  :  7.46145e-01 ; iterations: [ 7.46145e-01 ]
min                  :  3.37849e-01 ; iterations: [ 3.37849e-01 ]
projection0_mode     :  1.37836e-01 ; iterations: [ 1.37836e-01 ]
max                  :  6.09877e-02 ; iterations: [ 6.09877e-02 ]

