Attributes
bonds_bond_type[X,Y,Y,Y]:  1.12397e+00 ; iterations: [ 1.12397e+00 ]
atoms_atom_type[Y,X,Y]  :  1.02270e+00 ; iterations: [ 1.02270e+00 ]
atoms_charge[Y,Y,Y]     :  3.60024e-01 ; iterations: [ 3.60024e-01 ]
atoms_charge[Y,X,Y]     :  3.17065e-01 ; iterations: [ 3.17065e-01 ]
atoms_element[Y,X,Y]    :  1.08772e-01 ; iterations: [ 1.08772e-01 ]
bonds_bond_type[Y,Y,Y,Y]:  1.01010e-01 ; iterations: [ 1.01010e-01 ]
ring_strucs_name[Y,X,Y] :  1.87409e-02 ; iterations: [ 1.87409e-02 ]
drugs_ind1[X,Y]         :  3.15202e-03 ; iterations: [ 3.15202e-03 ]

Attributes summed
bonds_bond_type         :  1.22498e+00 ; iterations: [ 1.22498e+00 ]
atoms_atom_type         :  1.02270e+00 ; iterations: [ 1.02270e+00 ]
atoms_charge            :  6.77089e-01 ; iterations: [ 6.77089e-01 ]
atoms_element           :  1.08772e-01 ; iterations: [ 1.08772e-01 ]
ring_strucs_name        :  1.87409e-02 ; iterations: [ 1.87409e-02 ]
drugs_ind1              :  3.15202e-03 ; iterations: [ 3.15202e-03 ]

Aggregators
sum                     :  8.40158e-01 ; iterations: [ 8.40158e-01 ]
projection2_sum         :  7.46645e-01 ; iterations: [ 7.46645e-01 ]
min                     :  4.70430e-01 ; iterations: [ 4.70430e-01 ]
max                     :  4.26786e-01 ; iterations: [ 4.26786e-01 ]
count                   :  3.57027e-01 ; iterations: [ 3.57027e-01 ]
projection2_min         :  1.13379e-01 ; iterations: [ 1.13379e-01 ]
projection0_mode        :  8.50340e-02 ; iterations: [ 8.50340e-02 ]
projection2_mode        :  1.59763e-02 ; iterations: [ 1.59763e-02 ]

