Attributes
atom_atomtype[X,Y,Y] :  5.60812e+00 ; iterations: [ 5.60812e+00 ]
atom_charge[X,Y,Y]   :  1.48832e+00 ; iterations: [ 1.48832e+00 ]
atom_charge[Y,Y,Y]   :  4.99045e-01 ; iterations: [ 4.99045e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.94922e-01 ; iterations: [ 3.94922e-01 ]
sbond_1_atomid[X,Y,Y]:  3.62473e-01 ; iterations: [ 3.62473e-01 ]
atom_name[X,Y,Y]     :  3.31625e-01 ; iterations: [ 3.31625e-01 ]
atom_atomtype[Y,Y,Y] :  2.52210e-01 ; iterations: [ 2.52210e-01 ]
sbond_2_atomid[X,Y,Y]:  2.12074e-01 ; iterations: [ 2.12074e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.71225e-01 ; iterations: [ 1.71225e-01 ]

Attributes summed
atom_atomtype        :  5.86034e+00 ; iterations: [ 5.86034e+00 ]
atom_charge          :  1.98737e+00 ; iterations: [ 1.98737e+00 ]
sbond_1_atomid       :  7.57394e-01 ; iterations: [ 7.57394e-01 ]
sbond_2_atomid       :  3.83299e-01 ; iterations: [ 3.83299e-01 ]
atom_name            :  3.31625e-01 ; iterations: [ 3.31625e-01 ]

Aggregators
count                :  4.69795e+00 ; iterations: [ 4.69795e+00 ]
projection2_mode     :  1.87800e+00 ; iterations: [ 1.87800e+00 ]
max                  :  9.24109e-01 ; iterations: [ 9.24109e-01 ]
mode                 :  7.90048e-01 ; iterations: [ 7.90048e-01 ]
sum                  :  6.22596e-01 ; iterations: [ 6.22596e-01 ]
projection0_mode     :  2.61225e-01 ; iterations: [ 2.61225e-01 ]
min                  :  1.46087e-01 ; iterations: [ 1.46087e-01 ]

