Attributes
atom_atomtype[X,Y,Y] :  4.97360e+00 ; iterations: [ 4.97360e+00 ]
atom_charge[Y,Y,Y]   :  7.70443e-01 ; iterations: [ 7.70443e-01 ]
sbond_1_atomid[Y,Y,Y]:  7.36524e-01 ; iterations: [ 7.36524e-01 ]
sbond_1_atomid[X,Y,Y]:  7.27253e-01 ; iterations: [ 7.27253e-01 ]
atom_charge[X,Y,Y]   :  5.61997e-01 ; iterations: [ 5.61997e-01 ]
atom_name[X,Y,Y]     :  2.39983e-01 ; iterations: [ 2.39983e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.30033e-01 ; iterations: [ 2.30033e-01 ]
atom_atomtype[Y,Y,Y] :  1.56625e-01 ; iterations: [ 1.56625e-01 ]
sbond_2_atomid[X,Y,Y]:  9.60984e-02 ; iterations: [ 9.60984e-02 ]
atom_name[Y,Y,Y]     :  4.21953e-02 ; iterations: [ 4.21953e-02 ]
sbond_7_atomid[X,Y,Y]:  1.89062e-02 ; iterations: [ 1.89062e-02 ]

Attributes summed
atom_atomtype        :  5.13023e+00 ; iterations: [ 5.13023e+00 ]
sbond_1_atomid       :  1.46378e+00 ; iterations: [ 1.46378e+00 ]
atom_charge          :  1.33244e+00 ; iterations: [ 1.33244e+00 ]
sbond_2_atomid       :  3.26132e-01 ; iterations: [ 3.26132e-01 ]
atom_name            :  2.82178e-01 ; iterations: [ 2.82178e-01 ]
sbond_7_atomid       :  1.89062e-02 ; iterations: [ 1.89062e-02 ]

Aggregators
count                :  4.38107e+00 ; iterations: [ 4.38107e+00 ]
sum                  :  1.19788e+00 ; iterations: [ 1.19788e+00 ]
projection2_mode     :  1.06573e+00 ; iterations: [ 1.06573e+00 ]
mode                 :  1.02075e+00 ; iterations: [ 1.02075e+00 ]
min                  :  4.60002e-01 ; iterations: [ 4.60002e-01 ]
projection0_mode     :  2.30033e-01 ; iterations: [ 2.30033e-01 ]
max                  :  1.98196e-01 ; iterations: [ 1.98196e-01 ]

