Attributes
atom_atomtype[X,Y,Y] :  4.34236e+00 ; iterations: [ 4.34236e+00 ]
sbond_1_atomid[X,Y,Y]:  9.62246e-01 ; iterations: [ 9.62246e-01 ]
sbond_1_atomid[Y,Y,Y]:  6.95208e-01 ; iterations: [ 6.95208e-01 ]
atom_charge[Y,Y,Y]   :  5.46444e-01 ; iterations: [ 5.46444e-01 ]
atom_charge[X,Y,Y]   :  5.19465e-01 ; iterations: [ 5.19465e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.14118e-01 ; iterations: [ 2.14118e-01 ]
sbond_2_atomid[X,Y,Y]:  1.42299e-01 ; iterations: [ 1.42299e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.38562e-01 ; iterations: [ 1.38562e-01 ]
atom_name[Y,Y,Y]     :  1.27311e-01 ; iterations: [ 1.27311e-01 ]
atom_name[X,Y,Y]     :  8.92048e-02 ; iterations: [ 8.92048e-02 ]
atom_atomtype[Y,Y,Y] :  7.11111e-02 ; iterations: [ 7.11111e-02 ]

Attributes summed
atom_atomtype        :  4.41347e+00 ; iterations: [ 4.41347e+00 ]
sbond_1_atomid       :  1.65745e+00 ; iterations: [ 1.65745e+00 ]
atom_charge          :  1.06591e+00 ; iterations: [ 1.06591e+00 ]
sbond_2_atomid       :  3.56417e-01 ; iterations: [ 3.56417e-01 ]
atom_name            :  2.16515e-01 ; iterations: [ 2.16515e-01 ]
sbond_7_atomid       :  1.38562e-01 ; iterations: [ 1.38562e-01 ]

Aggregators
count                :  3.98212e+00 ; iterations: [ 3.98212e+00 ]
sum                  :  9.96970e-01 ; iterations: [ 9.96970e-01 ]
projection2_mode     :  8.27577e-01 ; iterations: [ 8.27577e-01 ]
min                  :  7.58998e-01 ; iterations: [ 7.58998e-01 ]
mode                 :  7.44866e-01 ; iterations: [ 7.44866e-01 ]
projection0_mode     :  3.09106e-01 ; iterations: [ 3.09106e-01 ]
max                  :  2.28687e-01 ; iterations: [ 2.28687e-01 ]

