Attributes
atom_atomtype[X,Y,Y] :  3.94161e+00 ; iterations: [ 3.94161e+00 ]
atom_charge[X,Y,Y]   :  6.78915e-01 ; iterations: [ 6.78915e-01 ]
sbond_1_atomid[Y,Y,Y]:  6.48352e-01 ; iterations: [ 6.48352e-01 ]
atom_name[X,Y,Y]     :  5.44392e-01 ; iterations: [ 5.44392e-01 ]
sbond_1_atomid[X,Y,Y]:  2.01622e-01 ; iterations: [ 2.01622e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.60209e-01 ; iterations: [ 1.60209e-01 ]
atom_charge[Y,Y,Y]   :  1.45414e-01 ; iterations: [ 1.45414e-01 ]
atom_atomtype[Y,Y,Y] :  9.51621e-02 ; iterations: [ 9.51621e-02 ]
sbond_2_atomid[X,Y,Y]:  7.58835e-02 ; iterations: [ 7.58835e-02 ]
sbond_7_atomid[X,Y,Y]:  1.35492e-02 ; iterations: [ 1.35492e-02 ]

Attributes summed
atom_atomtype        :  4.03677e+00 ; iterations: [ 4.03677e+00 ]
sbond_1_atomid       :  8.49975e-01 ; iterations: [ 8.49975e-01 ]
atom_charge          :  8.24329e-01 ; iterations: [ 8.24329e-01 ]
atom_name            :  5.44392e-01 ; iterations: [ 5.44392e-01 ]
sbond_2_atomid       :  2.36092e-01 ; iterations: [ 2.36092e-01 ]
sbond_7_atomid       :  1.35492e-02 ; iterations: [ 1.35492e-02 ]

Aggregators
count                :  3.76254e+00 ; iterations: [ 3.76254e+00 ]
sum                  :  1.32300e+00 ; iterations: [ 1.32300e+00 ]
projection2_mode     :  5.45945e-01 ; iterations: [ 5.45945e-01 ]
mode                 :  2.48150e-01 ; iterations: [ 2.48150e-01 ]
projection0_mode     :  2.38442e-01 ; iterations: [ 2.38442e-01 ]
max                  :  2.35740e-01 ; iterations: [ 2.35740e-01 ]
min                  :  1.51287e-01 ; iterations: [ 1.51287e-01 ]

