data set,fold,shrinkage,depth,accuracy
mutagenesis,0,0.4,8,0.3684210526315789
mutagenesis,0,0.6,2,0.3684210526315789
mutagenesis,0,0.6,4,0.3684210526315789
mutagenesis,0,0.6,6,0.3684210526315789
mutagenesis,0,0.6,8,0.3684210526315789
mutagenesis,1,0.05,2,0.3157894736842105
mutagenesis,1,0.05,4,0.3157894736842105
mutagenesis,1,0.05,6,0.3157894736842105
mutagenesis,1,0.05,8,0.3157894736842105
mutagenesis,1,0.2,2,0.3157894736842105
mutagenesis,1,0.2,4,0.3157894736842105
mutagenesis,1,0.2,6,0.3157894736842105
mutagenesis,1,0.2,8,0.3157894736842105
mutagenesis,1,0.4,2,0.3157894736842105
mutagenesis,1,0.4,4,0.3157894736842105
mutagenesis,1,0.4,6,0.3157894736842105
mutagenesis,1,0.4,8,0.3157894736842105
mutagenesis,1,0.6,2,0.3157894736842105
mutagenesis,1,0.6,4,0.3157894736842105
mutagenesis,1,0.6,6,0.3157894736842105
mutagenesis,1,0.6,8,0.3157894736842105
mutagenesis,2,0.05,2,0.3157894736842105
mutagenesis,2,0.05,4,0.3157894736842105
mutagenesis,2,0.05,6,0.3157894736842105
mutagenesis,2,0.05,8,0.3157894736842105
mutagenesis,2,0.2,2,0.3157894736842105
mutagenesis,2,0.2,4,0.3157894736842105
mutagenesis,2,0.2,6,0.3157894736842105
mutagenesis,2,0.2,8,0.3157894736842105
mutagenesis,2,0.4,2,0.3157894736842105
mutagenesis,2,0.4,4,0.3157894736842105
mutagenesis,2,0.4,6,0.3157894736842105
mutagenesis,2,0.4,8,0.3157894736842105
mutagenesis,2,0.6,2,0.3157894736842105
mutagenesis,2,0.6,4,0.3157894736842105
mutagenesis,2,0.6,6,0.3157894736842105
mutagenesis,2,0.6,8,0.3157894736842105
mutagenesis,3,0.05,2,0.3157894736842105
mutagenesis,3,0.05,4,0.3157894736842105
mutagenesis,3,0.05,6,0.3157894736842105
mutagenesis,3,0.05,8,0.3157894736842105
mutagenesis,3,0.2,2,0.3157894736842105
mutagenesis,3,0.2,4,0.3157894736842105
mutagenesis,3,0.2,6,0.3157894736842105
mutagenesis,3,0.2,8,0.3157894736842105
mutagenesis,3,0.4,2,0.3157894736842105
mutagenesis,3,0.4,4,0.3157894736842105
mutagenesis,3,0.4,6,0.3157894736842105
mutagenesis,3,0.4,8,0.3157894736842105
mutagenesis,3,0.6,2,0.3157894736842105
mutagenesis,3,0.6,4,0.3157894736842105
mutagenesis,3,0.6,6,0.3157894736842105
mutagenesis,3,0.6,8,0.3157894736842105
mutagenesis,4,0.05,2,0.05263157894736842
mutagenesis,4,0.05,4,0.05263157894736842
mutagenesis,4,0.05,6,0.05263157894736842
mutagenesis,4,0.05,8,0.05263157894736842
mutagenesis,4,0.2,2,0.05263157894736842
mutagenesis,4,0.2,4,0.05263157894736842
mutagenesis,4,0.2,6,0.05263157894736842
mutagenesis,4,0.2,8,0.05263157894736842
mutagenesis,4,0.4,2,0.05263157894736842
mutagenesis,4,0.4,4,0.05263157894736842
mutagenesis,4,0.4,6,0.05263157894736842
mutagenesis,4,0.4,8,0.05263157894736842
mutagenesis,4,0.6,2,0.05263157894736842
mutagenesis,4,0.6,4,0.05263157894736842
mutagenesis,4,0.6,6,0.05263157894736842
mutagenesis,4,0.6,8,0.05263157894736842
mutagenesis,5,0.05,2,0.2631578947368421
mutagenesis,5,0.05,4,0.2631578947368421
mutagenesis,5,0.05,6,0.2631578947368421
mutagenesis,5,0.05,8,0.2631578947368421
mutagenesis,5,0.2,2,0.2631578947368421
mutagenesis,5,0.2,4,0.2631578947368421
mutagenesis,5,0.2,6,0.2631578947368421
mutagenesis,5,0.2,8,0.2631578947368421
mutagenesis,5,0.4,2,0.2631578947368421
mutagenesis,5,0.4,4,0.2631578947368421
mutagenesis,5,0.4,6,0.2631578947368421
mutagenesis,5,0.4,8,0.2631578947368421
mutagenesis,5,0.6,2,0.2631578947368421
mutagenesis,5,0.6,4,0.2631578947368421
mutagenesis,5,0.6,6,0.2631578947368421
mutagenesis,5,0.6,8,0.2631578947368421
mutagenesis,6,0.05,2,0.42105263157894735
mutagenesis,6,0.05,4,0.42105263157894735
mutagenesis,6,0.05,6,0.42105263157894735
mutagenesis,6,0.05,8,0.42105263157894735
mutagenesis,6,0.2,2,0.42105263157894735
mutagenesis,6,0.2,4,0.42105263157894735
mutagenesis,6,0.2,6,0.42105263157894735
mutagenesis,6,0.2,8,0.42105263157894735
mutagenesis,6,0.4,2,0.42105263157894735
mutagenesis,6,0.4,4,0.42105263157894735
mutagenesis,6,0.4,6,0.42105263157894735
mutagenesis,6,0.4,8,0.42105263157894735
mutagenesis,6,0.6,2,0.42105263157894735
mutagenesis,6,0.6,4,0.42105263157894735
mutagenesis,6,0.6,6,0.42105263157894735
mutagenesis,6,0.6,8,0.42105263157894735
mutagenesis,7,0.05,2,0.42105263157894735
mutagenesis,7,0.05,4,0.42105263157894735
mutagenesis,7,0.05,6,0.42105263157894735
mutagenesis,7,0.05,8,0.42105263157894735
mutagenesis,7,0.2,2,0.42105263157894735
mutagenesis,7,0.2,4,0.42105263157894735
mutagenesis,7,0.2,6,0.42105263157894735
mutagenesis,7,0.2,8,0.42105263157894735
mutagenesis,7,0.4,2,0.42105263157894735
mutagenesis,7,0.4,4,0.42105263157894735
mutagenesis,7,0.4,6,0.42105263157894735
mutagenesis,7,0.4,8,0.42105263157894735
mutagenesis,7,0.6,2,0.42105263157894735
mutagenesis,7,0.6,4,0.42105263157894735
mutagenesis,7,0.6,6,0.42105263157894735
mutagenesis,7,0.6,8,0.42105263157894735
mutagenesis,8,0.05,2,0.3888888888888889
mutagenesis,8,0.05,4,0.3888888888888889
mutagenesis,8,0.05,6,0.3888888888888889
mutagenesis,8,0.05,8,0.3888888888888889
mutagenesis,8,0.2,2,0.3888888888888889
mutagenesis,8,0.2,4,0.3888888888888889
mutagenesis,8,0.2,6,0.3888888888888889
mutagenesis,8,0.2,8,0.3888888888888889
mutagenesis,8,0.4,2,0.3888888888888889
mutagenesis,8,0.4,4,0.3888888888888889
mutagenesis,8,0.4,6,0.3888888888888889
mutagenesis,8,0.4,8,0.3888888888888889
mutagenesis,8,0.6,2,0.3888888888888889
mutagenesis,8,0.6,4,0.3888888888888889
mutagenesis,8,0.6,6,0.3888888888888889
mutagenesis,8,0.6,8,0.3888888888888889
mutagenesis,9,0.05,2,0.5
mutagenesis,9,0.05,4,0.5
mutagenesis,9,0.05,6,0.5
mutagenesis,9,0.05,8,0.5
mutagenesis,9,0.2,2,0.5
mutagenesis,9,0.2,4,0.5
mutagenesis,9,0.2,6,0.5
mutagenesis,9,0.2,8,0.5
mutagenesis,9,0.4,2,0.5
mutagenesis,9,0.4,4,0.5
mutagenesis,9,0.4,6,0.5
mutagenesis,9,0.4,8,0.5
mutagenesis,9,0.6,2,0.5
mutagenesis,9,0.6,4,0.5
mutagenesis,9,0.6,6,0.5
mutagenesis,9,0.6,8,0.5
stack_big,0,0.05,2,0.4300341296928328
stack_big,0,0.05,4,0.24232081911262798
stack_big,0,0.05,6,0.4249146757679181
stack_big,0,0.05,8,0.4334470989761092
stack_big,0,0.2,2,0.4249146757679181
stack_big,0,0.2,4,0.4334470989761092
stack_big,0,0.2,6,0.43856655290102387
stack_big,0,0.2,8,0.45051194539249145
stack_big,0,0.4,2,0.44368600682593856
stack_big,0,0.4,4,0.42150170648464164
stack_big,0,0.4,6,0.4351535836177474
stack_big,0,0.4,8,0.38054607508532423
stack_big,0,0.6,2,0.41638225255972694
stack_big,0,0.6,4,0.3856655290102389
stack_big,0,0.6,6,0.43686006825938567
stack_big,0,0.6,8,0.3703071672354949
stack_big,1,0.05,2,0.43686006825938567
stack_big,1,0.05,4,0.4112627986348123
stack_big,1,0.05,6,0.41638225255972694
stack_big,1,0.05,8,0.44197952218430037
stack_big,1,0.2,2,0.44368600682593856
stack_big,1,0.2,4,0.40784982935153585
stack_big,1,0.2,6,0.41467576791808874
stack_big,1,0.2,8,0.42150170648464164
stack_big,1,0.4,2,0.42150170648464164
stack_big,1,0.4,4,0.4197952218430034
stack_big,1,0.4,6,0.431740614334471
stack_big,1,0.4,8,0.4044368600682594
stack_big,1,0.6,2,0.43686006825938567
stack_big,1,0.6,4,0.42662116040955633
stack_big,1,0.6,6,0.40955631399317405
stack_big,1,0.6,8,0.40955631399317405
stack_big,2,0.05,2,0.42150170648464164
stack_big,2,0.05,4,0.23720136518771331
stack_big,2,0.05,6,0.4232081911262799
stack_big,2,0.05,8,0.42150170648464164
stack_big,2,0.2,2,0.42662116040955633
stack_big,2,0.2,4,0.3993174061433447
stack_big,2,0.2,6,0.4044368600682594
stack_big,2,0.2,8,0.4249146757679181
stack_big,2,0.4,2,0.4283276450511945
stack_big,2,0.4,4,0.40273037542662116
stack_big,2,0.4,6,0.4402730375426621
stack_big,2,0.4,8,0.39761092150170646
stack_big,2,0.6,2,0.4249146757679181
stack_big,2,0.6,4,0.3191126279863481
stack_big,2,0.6,6,0.4283276450511945
stack_big,2,0.6,8,0.39419795221843
stack_big,3,0.05,2,0.2901023890784983
stack_big,3,0.05,4,0.3856655290102389
stack_big,3,0.05,6,0.4180887372013652
stack_big,3,0.05,8,0.4180887372013652
stack_big,3,0.2,2,0.4334470989761092
stack_big,3,0.2,4,0.4197952218430034
stack_big,3,0.2,6,0.42150170648464164
stack_big,3,0.2,8,0.41467576791808874
stack_big,3,0.4,2,0.44197952218430037
stack_big,3,0.4,4,0.39590443686006827
stack_big,3,0.4,6,0.40273037542662116
stack_big,3,0.4,8,0.3993174061433447
stack_big,3,0.6,2,0.3993174061433447
stack_big,3,0.6,4,0.4044368600682594
stack_big,3,0.6,6,0.41467576791808874
stack_big,3,0.6,8,0.3873720136518771
stack_big,4,0.05,2,0.26621160409556316
stack_big,4,0.05,4,0.23037542662116042
stack_big,4,0.05,6,0.42662116040955633
stack_big,4,0.05,8,0.43856655290102387
stack_big,4,0.2,2,0.41638225255972694
stack_big,4,0.2,4,0.39078498293515357
stack_big,4,0.2,6,0.39590443686006827
stack_big,4,0.2,8,0.45733788395904434
stack_big,4,0.4,2,0.44197952218430037
stack_big,4,0.4,4,0.42662116040955633
stack_big,4,0.4,6,0.42150170648464164
stack_big,4,0.4,8,0.3839590443686007
stack_big,4,0.6,2,0.4044368600682594
stack_big,4,0.6,4,0.41467576791808874
stack_big,4,0.6,6,0.4402730375426621
stack_big,4,0.6,8,0.3839590443686007
stack_big,5,0.05,2,0.4170940170940171
stack_big,5,0.05,4,0.24615384615384617
stack_big,5,0.05,6,0.41367521367521365
stack_big,5,0.05,8,0.4341880341880342
stack_big,5,0.2,2,0.4205128205128205
stack_big,5,0.2,4,0.4239316239316239
stack_big,5,0.2,6,0.41196581196581195
stack_big,5,0.2,8,0.4205128205128205
stack_big,5,0.4,2,0.305982905982906
stack_big,5,0.4,4,0.41196581196581195
stack_big,5,0.4,6,0.4222222222222222
stack_big,5,0.4,8,0.39316239316239315
stack_big,5,0.6,2,0.1829059829059829
stack_big,5,0.6,4,0.41196581196581195
stack_big,5,0.6,6,0.4358974358974359
stack_big,5,0.6,8,0.37435897435897436
stack_big,6,0.05,2,0.4222222222222222
stack_big,6,0.05,4,0.26495726495726496
stack_big,6,0.05,6,0.4017094017094017
stack_big,6,0.05,8,0.39316239316239315
stack_big,6,0.2,2,0.29572649572649573
stack_big,6,0.2,4,0.40512820512820513
stack_big,6,0.2,6,0.39145299145299145
stack_big,6,0.2,8,0.4153846153846154
stack_big,6,0.4,2,0.46495726495726497
stack_big,6,0.4,4,0.40854700854700854
stack_big,6,0.4,6,0.40341880341880343
stack_big,6,0.4,8,0.40341880341880343
stack_big,6,0.6,2,0.4393162393162393
stack_big,6,0.6,4,0.41025641025641024
stack_big,6,0.6,6,0.4017094017094017
stack_big,6,0.6,8,0.4017094017094017
stack_big,7,0.05,2,0.4222222222222222
stack_big,7,0.05,4,0.2376068376068376
stack_big,7,0.05,6,0.40683760683760684
stack_big,7,0.05,8,0.4324786324786325
stack_big,7,0.2,2,0.41367521367521365
stack_big,7,0.2,4,0.4153846153846154
stack_big,7,0.2,6,0.4
stack_big,7,0.2,8,0.40341880341880343
stack_big,7,0.4,2,0.4205128205128205
stack_big,7,0.4,4,0.4598290598290598
stack_big,7,0.4,6,0.4256410256410256
stack_big,7,0.4,8,0.38974358974358975
stack_big,7,0.6,2,0.4205128205128205
stack_big,7,0.6,4,0.39145299145299145
stack_big,7,0.6,6,0.39487179487179486
stack_big,7,0.6,8,0.39487179487179486
stack_big,8,0.05,2,0.4153846153846154
stack_big,8,0.05,4,0.38803418803418804
stack_big,8,0.05,6,0.4461538461538462
stack_big,8,0.05,8,0.4427350427350427
stack_big,8,0.2,2,0.27008547008547007
stack_big,8,0.2,4,0.41025641025641024
stack_big,8,0.2,6,0.4256410256410256
stack_big,8,0.2,8,0.40341880341880343
stack_big,8,0.4,2,0.4666666666666667
stack_big,8,0.4,4,0.4205128205128205
stack_big,8,0.4,6,0.42905982905982903
stack_big,8,0.4,8,0.4170940170940171
stack_big,8,0.6,2,0.4358974358974359
stack_big,8,0.6,4,0.4205128205128205
stack_big,8,0.6,6,0.39487179487179486
stack_big,8,0.6,8,0.39658119658119656
stack_big,9,0.05,2,0.40854700854700854
stack_big,9,0.05,4,0.36752136752136755
stack_big,9,0.05,6,0.42905982905982903
stack_big,9,0.05,8,0.4256410256410256
stack_big,9,0.2,2,0.41367521367521365
stack_big,9,0.2,4,0.2547008547008547
stack_big,9,0.2,6,0.39658119658119656
stack_big,9,0.2,8,0.38290598290598293
stack_big,9,0.4,2,0.4341880341880342
stack_big,9,0.4,4,0.48205128205128206
stack_big,9,0.4,6,0.40854700854700854
stack_big,9,0.4,8,0.4170940170940171
stack_big,9,0.6,2,0.27008547008547007
stack_big,9,0.6,4,0.39829059829059826
stack_big,9,0.6,6,0.4444444444444444
stack_big,9,0.6,8,0.40683760683760684
uwcse,0,0.05,2,0.21428571428571427
uwcse,0,0.05,4,0.21428571428571427
uwcse,0,0.05,6,0.21428571428571427
uwcse,0,0.05,8,0.21428571428571427
uwcse,0,0.2,2,0.21428571428571427
uwcse,0,0.2,4,0.21428571428571427
uwcse,0,0.2,6,0.21428571428571427
uwcse,0,0.2,8,0.21428571428571427
uwcse,0,0.4,2,0.21428571428571427
uwcse,0,0.4,4,0.21428571428571427
uwcse,0,0.4,6,0.21428571428571427
uwcse,0,0.4,8,0.21428571428571427
uwcse,0,0.6,2,0.21428571428571427
uwcse,0,0.6,4,0.21428571428571427
uwcse,0,0.6,6,0.21428571428571427
uwcse,0,0.6,8,0.21428571428571427
uwcse,1,0.05,2,0.23076923076923078
uwcse,1,0.05,4,0.23076923076923078
uwcse,1,0.05,6,0.23076923076923078
uwcse,1,0.05,8,0.23076923076923078
uwcse,1,0.2,2,0.23076923076923078
uwcse,1,0.2,4,0.23076923076923078
uwcse,1,0.2,6,0.23076923076923078
uwcse,1,0.2,8,0.23076923076923078
uwcse,1,0.4,2,0.23076923076923078
uwcse,1,0.4,4,0.23076923076923078
uwcse,1,0.4,6,0.23076923076923078
uwcse,1,0.4,8,0.23076923076923078
uwcse,1,0.6,2,0.23076923076923078
uwcse,1,0.6,4,0.23076923076923078
uwcse,1,0.6,6,0.23076923076923078
uwcse,1,0.6,8,0.23076923076923078
uwcse,2,0.05,2,0.23076923076923078
uwcse,2,0.05,4,0.23076923076923078
uwcse,2,0.05,6,0.23076923076923078
uwcse,2,0.05,8,0.23076923076923078
uwcse,2,0.2,2,0.23076923076923078
uwcse,2,0.2,4,0.23076923076923078
uwcse,2,0.2,6,0.23076923076923078
uwcse,2,0.2,8,0.23076923076923078
uwcse,2,0.4,2,0.23076923076923078
uwcse,2,0.4,4,0.23076923076923078
uwcse,2,0.4,6,0.23076923076923078
uwcse,2,0.4,8,0.23076923076923078
uwcse,2,0.6,2,0.23076923076923078
uwcse,2,0.6,4,0.23076923076923078
uwcse,2,0.6,6,0.23076923076923078
uwcse,2,0.6,8,0.23076923076923078
uwcse,3,0.05,2,0.25
uwcse,3,0.05,4,0.25
uwcse,3,0.05,6,0.25
uwcse,3,0.05,8,0.25
uwcse,3,0.2,2,0.25
uwcse,3,0.2,4,0.25
uwcse,3,0.2,6,0.25
uwcse,3,0.2,8,0.25
uwcse,3,0.4,2,0.25
uwcse,3,0.4,4,0.25
uwcse,3,0.4,6,0.25
uwcse,3,0.4,8,0.25
uwcse,3,0.6,2,0.25
uwcse,3,0.6,4,0.25
uwcse,3,0.6,6,0.25
uwcse,3,0.6,8,0.25
uwcse,4,0.05,2,0.25
uwcse,4,0.05,4,0.25
uwcse,4,0.05,6,0.25
uwcse,4,0.05,8,0.25
uwcse,4,0.2,2,0.25
uwcse,4,0.2,4,0.25
uwcse,4,0.2,6,0.25
uwcse,4,0.2,8,0.25
uwcse,4,0.4,2,0.25
uwcse,4,0.4,4,0.25
uwcse,4,0.4,6,0.25
uwcse,4,0.4,8,0.25
uwcse,4,0.6,2,0.25
uwcse,4,0.6,4,0.25
uwcse,4,0.6,6,0.25
uwcse,4,0.6,8,0.25
uwcse,5,0.05,2,0.18181818181818182
uwcse,5,0.05,4,0.18181818181818182
uwcse,5,0.05,6,0.18181818181818182
uwcse,5,0.05,8,0.18181818181818182
uwcse,5,0.2,2,0.18181818181818182
uwcse,5,0.2,4,0.18181818181818182
uwcse,5,0.2,6,0.18181818181818182
uwcse,5,0.2,8,0.18181818181818182
uwcse,5,0.4,2,0.18181818181818182
uwcse,5,0.4,4,0.18181818181818182
uwcse,5,0.4,6,0.18181818181818182
uwcse,5,0.4,8,0.18181818181818182
uwcse,5,0.6,2,0.18181818181818182
uwcse,5,0.6,4,0.18181818181818182
uwcse,5,0.6,6,0.18181818181818182
uwcse,5,0.6,8,0.18181818181818182
uwcse,6,0.05,2,0.18181818181818182
uwcse,6,0.05,4,0.18181818181818182
uwcse,6,0.05,6,0.18181818181818182
uwcse,6,0.05,8,0.18181818181818182
uwcse,6,0.2,2,0.18181818181818182
uwcse,6,0.2,4,0.18181818181818182
uwcse,6,0.2,6,0.18181818181818182
uwcse,6,0.2,8,0.18181818181818182
uwcse,6,0.4,2,0.18181818181818182
uwcse,6,0.4,4,0.18181818181818182
uwcse,6,0.4,6,0.18181818181818182
uwcse,6,0.4,8,0.18181818181818182
uwcse,6,0.6,2,0.18181818181818182
uwcse,6,0.6,4,0.18181818181818182
uwcse,6,0.6,6,0.18181818181818182
uwcse,6,0.6,8,0.18181818181818182
uwcse,7,0.05,2,0.2
uwcse,7,0.05,4,0.2
uwcse,7,0.05,6,0.2
uwcse,7,0.05,8,0.2
uwcse,7,0.2,2,0.2
uwcse,7,0.2,4,0.2
uwcse,7,0.2,6,0.2
uwcse,7,0.2,8,0.2
uwcse,7,0.4,2,0.1
uwcse,7,0.4,4,0.2
uwcse,7,0.4,6,0.2
uwcse,7,0.4,8,0.1
uwcse,7,0.6,2,0.1
uwcse,7,0.6,4,0.2
uwcse,7,0.6,6,0.1
uwcse,7,0.6,8,0.0
uwcse,8,0.05,2,0.0
uwcse,8,0.05,4,0.1
uwcse,8,0.05,6,0.1
uwcse,8,0.05,8,0.1
uwcse,8,0.2,2,0.0
uwcse,8,0.2,4,0.0
uwcse,8,0.2,6,0.1
uwcse,8,0.2,8,0.0
uwcse,8,0.4,2,0.0
uwcse,8,0.4,4,0.0
uwcse,8,0.4,6,0.0
uwcse,8,0.4,8,0.0
uwcse,8,0.6,2,0.0
uwcse,8,0.6,4,0.0
uwcse,8,0.6,6,0.0
uwcse,8,0.6,8,0.0
uwcse,9,0.05,2,0.3333333333333333
uwcse,9,0.05,4,0.4444444444444444
uwcse,9,0.05,6,0.3333333333333333
uwcse,9,0.05,8,0.4444444444444444
uwcse,9,0.2,2,0.3333333333333333
uwcse,9,0.2,4,0.4444444444444444
uwcse,9,0.2,6,0.4444444444444444
uwcse,9,0.2,8,0.4444444444444444
uwcse,9,0.4,2,0.4444444444444444
uwcse,9,0.4,4,0.4444444444444444
uwcse,9,0.4,6,0.5555555555555556
uwcse,9,0.4,8,0.5555555555555556
uwcse,9,0.6,2,0.3333333333333333
uwcse,9,0.6,4,0.5555555555555556
uwcse,9,0.6,6,0.5555555555555556
uwcse,9,0.6,8,0.5555555555555556
webkb,0,0.05,2,0.5490196078431373
webkb,0,0.05,4,0.5098039215686274
webkb,0,0.05,6,0.5490196078431373
webkb,0,0.05,8,0.5098039215686274
webkb,0,0.2,2,0.49019607843137253
webkb,0,0.2,4,0.5294117647058824
webkb,0,0.2,6,0.47058823529411764
webkb,0,0.2,8,0.5294117647058824
webkb,0,0.4,2,0.5294117647058824
webkb,0,0.4,4,0.5294117647058824
webkb,0,0.4,6,0.47058823529411764
webkb,0,0.4,8,0.5294117647058824
webkb,0,0.6,2,0.5098039215686274
webkb,0,0.6,4,0.49019607843137253
webkb,0,0.6,6,0.5294117647058824
webkb,0,0.6,8,0.5490196078431373
webkb,1,0.05,2,0.49019607843137253
webkb,1,0.05,4,0.49019607843137253
webkb,1,0.05,6,0.49019607843137253
webkb,1,0.05,8,0.49019607843137253
webkb,1,0.2,2,0.43137254901960786
webkb,1,0.2,4,0.47058823529411764
webkb,1,0.2,6,0.45098039215686275
webkb,1,0.2,8,0.45098039215686275
webkb,1,0.4,2,0.5098039215686274
webkb,1,0.4,4,0.45098039215686275
webkb,1,0.4,6,0.43137254901960786
webkb,1,0.4,8,0.45098039215686275
webkb,1,0.6,2,0.5294117647058824
webkb,1,0.6,4,0.43137254901960786
webkb,1,0.6,6,0.5098039215686274
webkb,1,0.6,8,0.4117647058823529
webkb,2,0.05,2,0.5098039215686274
webkb,2,0.05,4,0.43137254901960786
webkb,2,0.05,6,0.45098039215686275
webkb,2,0.05,8,0.49019607843137253
webkb,2,0.2,2,0.5098039215686274
webkb,2,0.2,4,0.47058823529411764
webkb,2,0.2,6,0.4117647058823529
webkb,2,0.2,8,0.39215686274509803
webkb,2,0.4,2,0.45098039215686275
webkb,2,0.4,4,0.37254901960784315
webkb,2,0.4,6,0.5098039215686274
webkb,2,0.4,8,0.4117647058823529
webkb,2,0.6,2,0.49019607843137253
webkb,2,0.6,4,0.45098039215686275
webkb,2,0.6,6,0.43137254901960786
webkb,2,0.6,8,0.43137254901960786
webkb,3,0.05,2,0.5490196078431373
webkb,3,0.05,4,0.5098039215686274
webkb,3,0.05,6,0.45098039215686275
webkb,3,0.05,8,0.45098039215686275
webkb,3,0.2,2,0.4117647058823529
webkb,3,0.2,4,0.47058823529411764
webkb,3,0.2,6,0.47058823529411764
webkb,3,0.2,8,0.4117647058823529
webkb,3,0.4,2,0.43137254901960786
webkb,3,0.4,4,0.5490196078431373
webkb,3,0.4,6,0.49019607843137253
webkb,3,0.4,8,0.45098039215686275
webkb,3,0.6,2,0.43137254901960786
webkb,3,0.6,4,0.45098039215686275
webkb,3,0.6,6,0.4117647058823529
webkb,3,0.6,8,0.43137254901960786
webkb,4,0.05,2,0.46
webkb,4,0.05,4,0.4
webkb,4,0.05,6,0.38
webkb,4,0.05,8,0.46
webkb,4,0.2,2,0.46
webkb,4,0.2,4,0.44
webkb,4,0.2,6,0.46
webkb,4,0.2,8,0.46
webkb,4,0.4,2,0.46
webkb,4,0.4,4,0.48
webkb,4,0.4,6,0.46
webkb,4,0.4,8,0.4
webkb,4,0.6,2,0.54
webkb,4,0.6,4,0.56
webkb,4,0.6,6,0.48
webkb,4,0.6,8,0.44
webkb,5,0.05,2,0.52
webkb,5,0.05,4,0.48
webkb,5,0.05,6,0.42
webkb,5,0.05,8,0.42
webkb,5,0.2,2,0.46
webkb,5,0.2,4,0.46
webkb,5,0.2,6,0.46
webkb,5,0.2,8,0.38
webkb,5,0.4,2,0.4
webkb,5,0.4,4,0.46
webkb,5,0.4,6,0.46
webkb,5,0.4,8,0.44
webkb,5,0.6,2,0.48
webkb,5,0.6,4,0.46
webkb,5,0.6,6,0.44
webkb,5,0.6,8,0.4
webkb,6,0.05,2,0.46938775510204084
webkb,6,0.05,4,0.4489795918367347
webkb,6,0.05,6,0.4489795918367347
webkb,6,0.05,8,0.3877551020408163
webkb,6,0.2,2,0.40816326530612246
webkb,6,0.2,4,0.46938775510204084
webkb,6,0.2,6,0.4489795918367347
webkb,6,0.2,8,0.40816326530612246
webkb,6,0.4,2,0.40816326530612246
webkb,6,0.4,4,0.42857142857142855
webkb,6,0.4,6,0.46938775510204084
webkb,6,0.4,8,0.42857142857142855
webkb,6,0.6,2,0.4489795918367347
webkb,6,0.6,4,0.46938775510204084
webkb,6,0.6,6,0.42857142857142855
webkb,6,0.6,8,0.42857142857142855
webkb,7,0.05,2,0.4897959183673469
webkb,7,0.05,4,0.40816326530612246
webkb,7,0.05,6,0.3469387755102041
webkb,7,0.05,8,0.4489795918367347
webkb,7,0.2,2,0.40816326530612246
webkb,7,0.2,4,0.40816326530612246
webkb,7,0.2,6,0.32653061224489793
webkb,7,0.2,8,0.40816326530612246
webkb,7,0.4,2,0.42857142857142855
webkb,7,0.4,4,0.4489795918367347
webkb,7,0.4,6,0.46938775510204084
webkb,7,0.4,8,0.3877551020408163
webkb,7,0.6,2,0.46938775510204084
webkb,7,0.6,4,0.40816326530612246
webkb,7,0.6,6,0.3877551020408163
webkb,7,0.6,8,0.4897959183673469
webkb,8,0.05,2,0.4897959183673469
webkb,8,0.05,4,0.5306122448979592
webkb,8,0.05,6,0.5306122448979592
webkb,8,0.05,8,0.5510204081632653
webkb,8,0.2,2,0.5306122448979592
webkb,8,0.2,4,0.5102040816326531
webkb,8,0.2,6,0.46938775510204084
webkb,8,0.2,8,0.5306122448979592
webkb,8,0.4,2,0.4897959183673469
webkb,8,0.4,4,0.5102040816326531
webkb,8,0.4,6,0.40816326530612246
webkb,8,0.4,8,0.5102040816326531
webkb,8,0.6,2,0.5510204081632653
webkb,8,0.6,4,0.4897959183673469
webkb,8,0.6,6,0.5102040816326531
webkb,8,0.6,8,0.5102040816326531
webkb,9,0.05,2,0.5102040816326531
webkb,9,0.05,4,0.5102040816326531
webkb,9,0.05,6,0.5102040816326531
webkb,9,0.05,8,0.5510204081632653
webkb,9,0.2,2,0.5102040816326531
webkb,9,0.2,4,0.46938775510204084
webkb,9,0.2,6,0.4489795918367347
webkb,9,0.2,8,0.4897959183673469
webkb,9,0.4,2,0.5306122448979592
webkb,9,0.4,4,0.5306122448979592
webkb,9,0.4,6,0.4897959183673469
webkb,9,0.4,8,0.42857142857142855
webkb,9,0.6,2,0.4897959183673469
webkb,9,0.6,4,0.46938775510204084
webkb,9,0.6,6,0.4489795918367347
webkb,9,0.6,8,0.4489795918367347
yelp_small,0,0.05,2,0.234375
yelp_small,0,0.05,4,0.234375
yelp_small,0,0.05,6,0.234375
yelp_small,0,0.05,8,0.234375
yelp_small,0,0.2,2,0.234375
yelp_small,0,0.2,4,0.234375
yelp_small,0,0.2,6,0.234375
yelp_small,0,0.2,8,0.234375
yelp_small,0,0.4,2,0.234375
yelp_small,0,0.4,4,0.234375
yelp_small,0,0.4,6,0.234375
yelp_small,0,0.4,8,0.234375
yelp_small,0,0.6,2,0.234375
yelp_small,0,0.6,4,0.234375
yelp_small,0,0.6,6,0.234375
yelp_small,0,0.6,8,0.234375
yelp_small,1,0.05,2,0.328125
yelp_small,1,0.05,4,0.359375
yelp_small,1,0.05,6,0.359375
yelp_small,1,0.05,8,0.34375
yelp_small,1,0.2,2,0.328125
yelp_small,1,0.2,4,0.34375
yelp_small,1,0.2,6,0.328125
yelp_small,1,0.2,8,0.328125
yelp_small,1,0.4,2,0.34375
yelp_small,1,0.4,4,0.328125
yelp_small,1,0.4,6,0.328125
yelp_small,1,0.4,8,0.328125
yelp_small,1,0.6,2,0.34375
yelp_small,1,0.6,4,0.328125
