Attributes
atom_atomtype[X,Y,Y] :  3.07235e+00 ; iterations: [ 3.07235e+00 ]
atom_charge[X,Y,Y]   :  1.69780e+00 ; iterations: [ 1.69780e+00 ]
sbond_2_atomid[X,Y,Y]:  4.11589e-01 ; iterations: [ 4.11589e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.98011e-01 ; iterations: [ 2.98011e-01 ]
sbond_1_atomid[X,Y,Y]:  2.36660e-01 ; iterations: [ 2.36660e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.25659e-01 ; iterations: [ 2.25659e-01 ]
atom_charge[Y,Y,Y]   :  2.19433e-01 ; iterations: [ 2.19433e-01 ]
atom_name[X,Y,Y]     :  1.91263e-01 ; iterations: [ 1.91263e-01 ]
atom_atomtype[Y,Y,Y] :  9.25903e-02 ; iterations: [ 9.25903e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.90416e-02 ; iterations: [ 2.90416e-02 ]
sbond_7_atomid[X,Y,Y]:  3.85802e-03 ; iterations: [ 3.85802e-03 ]

Attributes summed
atom_atomtype        :  3.16494e+00 ; iterations: [ 3.16494e+00 ]
atom_charge          :  1.91724e+00 ; iterations: [ 1.91724e+00 ]
sbond_2_atomid       :  7.09600e-01 ; iterations: [ 7.09600e-01 ]
sbond_1_atomid       :  4.62319e-01 ; iterations: [ 4.62319e-01 ]
atom_name            :  1.91263e-01 ; iterations: [ 1.91263e-01 ]
sbond_7_atomid       :  3.28996e-02 ; iterations: [ 3.28996e-02 ]

Aggregators
count                :  3.96310e+00 ; iterations: [ 3.96310e+00 ]
sum                  :  1.19884e+00 ; iterations: [ 1.19884e+00 ]
min                  :  5.09246e-01 ; iterations: [ 5.09246e-01 ]
mode                 :  3.65308e-01 ; iterations: [ 3.65308e-01 ]
projection2_mode     :  3.12023e-01 ; iterations: [ 3.12023e-01 ]
projection0_mode     :  9.70398e-02 ; iterations: [ 9.70398e-02 ]
max                  :  3.27000e-02 ; iterations: [ 3.27000e-02 ]

