Attributes
atom_atomtype[X,Y,Y] :  3.99408e+00 ; iterations: [ 3.99408e+00 ]
atom_charge[X,Y,Y]   :  5.54139e-01 ; iterations: [ 5.54139e-01 ]
atom_name[X,Y,Y]     :  2.84808e-01 ; iterations: [ 2.84808e-01 ]
sbond_1_atomid[X,Y,Y]:  2.80111e-01 ; iterations: [ 2.80111e-01 ]
atom_charge[Y,Y,Y]   :  2.65626e-01 ; iterations: [ 2.65626e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.58619e-01 ; iterations: [ 2.58619e-01 ]
atom_atomtype[Y,Y,Y] :  7.65254e-02 ; iterations: [ 7.65254e-02 ]
sbond_2_atomid[Y,Y,Y]:  6.10036e-02 ; iterations: [ 6.10036e-02 ]
sbond_2_atomid[X,Y,Y]:  5.06250e-02 ; iterations: [ 5.06250e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.25110e-02 ; iterations: [ 2.25110e-02 ]
sbond_7_atomid[X,Y,Y]:  2.13867e-02 ; iterations: [ 2.13867e-02 ]

Attributes summed
atom_atomtype        :  4.07061e+00 ; iterations: [ 4.07061e+00 ]
atom_charge          :  8.19765e-01 ; iterations: [ 8.19765e-01 ]
sbond_1_atomid       :  5.38729e-01 ; iterations: [ 5.38729e-01 ]
atom_name            :  2.84808e-01 ; iterations: [ 2.84808e-01 ]
sbond_2_atomid       :  1.11629e-01 ; iterations: [ 1.11629e-01 ]
sbond_7_atomid       :  4.38977e-02 ; iterations: [ 4.38977e-02 ]

Aggregators
count                :  3.91642e+00 ; iterations: [ 3.91642e+00 ]
sum                  :  6.86416e-01 ; iterations: [ 6.86416e-01 ]
projection2_mode     :  4.51252e-01 ; iterations: [ 4.51252e-01 ]
mode                 :  3.16251e-01 ; iterations: [ 3.16251e-01 ]
min                  :  2.86440e-01 ; iterations: [ 2.86440e-01 ]
max                  :  1.34780e-01 ; iterations: [ 1.34780e-01 ]
projection0_mode     :  7.78743e-02 ; iterations: [ 7.78743e-02 ]

