Attributes
atom_atomtype[X,Y,Y] :  4.33433e+00 ; iterations: [ 4.33433e+00 ]
atom_charge[X,Y,Y]   :  1.74806e+00 ; iterations: [ 1.74806e+00 ]
atom_name[X,Y,Y]     :  6.92457e-01 ; iterations: [ 6.92457e-01 ]
atom_charge[Y,Y,Y]   :  5.60573e-01 ; iterations: [ 5.60573e-01 ]
sbond_1_atomid[X,Y,Y]:  3.07886e-01 ; iterations: [ 3.07886e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.96142e-01 ; iterations: [ 1.96142e-01 ]
atom_atomtype[Y,Y,Y] :  1.83241e-01 ; iterations: [ 1.83241e-01 ]
sbond_2_atomid[X,Y,Y]:  1.55640e-01 ; iterations: [ 1.55640e-01 ]
sbond_7_atomid[X,Y,Y]:  1.04895e-01 ; iterations: [ 1.04895e-01 ]
sbond_2_atomid[Y,Y,Y]:  9.12076e-02 ; iterations: [ 9.12076e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.91459e-02 ; iterations: [ 2.91459e-02 ]

Attributes summed
atom_atomtype        :  4.51757e+00 ; iterations: [ 4.51757e+00 ]
atom_charge          :  2.30863e+00 ; iterations: [ 2.30863e+00 ]
atom_name            :  6.92457e-01 ; iterations: [ 6.92457e-01 ]
sbond_1_atomid       :  5.04028e-01 ; iterations: [ 5.04028e-01 ]
sbond_2_atomid       :  2.46848e-01 ; iterations: [ 2.46848e-01 ]
sbond_7_atomid       :  1.34041e-01 ; iterations: [ 1.34041e-01 ]

Aggregators
count                :  4.71367e+00 ; iterations: [ 4.71367e+00 ]
min                  :  1.04988e+00 ; iterations: [ 1.04988e+00 ]
sum                  :  8.48752e-01 ; iterations: [ 8.48752e-01 ]
mode                 :  7.31008e-01 ; iterations: [ 7.31008e-01 ]
projection2_mode     :  7.11138e-01 ; iterations: [ 7.11138e-01 ]
max                  :  2.05043e-01 ; iterations: [ 2.05043e-01 ]
projection0_mode     :  1.44085e-01 ; iterations: [ 1.44085e-01 ]

