Attributes
atom_atomtype[X,Y,Y] :  4.24511e+00 ; iterations: [ 4.24511e+00 ]
atom_charge[Y,Y,Y]   :  4.71809e-01 ; iterations: [ 4.71809e-01 ]
sbond_2_atomid[X,Y,Y]:  3.06197e-01 ; iterations: [ 3.06197e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.88965e-01 ; iterations: [ 2.88965e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.65176e-01 ; iterations: [ 2.65176e-01 ]
sbond_1_atomid[X,Y,Y]:  2.15067e-01 ; iterations: [ 2.15067e-01 ]
atom_atomtype[Y,Y,Y] :  1.87500e-01 ; iterations: [ 1.87500e-01 ]
atom_charge[X,Y,Y]   :  1.79190e-01 ; iterations: [ 1.79190e-01 ]
atom_name[X,Y,Y]     :  1.71403e-01 ; iterations: [ 1.71403e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.22449e-01 ; iterations: [ 1.22449e-01 ]
atom_name[Y,Y,Y]     :  4.91999e-02 ; iterations: [ 4.91999e-02 ]

Attributes summed
atom_atomtype        :  4.43261e+00 ; iterations: [ 4.43261e+00 ]
atom_charge          :  6.50999e-01 ; iterations: [ 6.50999e-01 ]
sbond_2_atomid       :  5.95162e-01 ; iterations: [ 5.95162e-01 ]
sbond_1_atomid       :  4.80243e-01 ; iterations: [ 4.80243e-01 ]
atom_name            :  2.20603e-01 ; iterations: [ 2.20603e-01 ]
sbond_7_atomid       :  1.22449e-01 ; iterations: [ 1.22449e-01 ]

Aggregators
count                :  3.19506e+00 ; iterations: [ 3.19506e+00 ]
mode                 :  8.65063e-01 ; iterations: [ 8.65063e-01 ]
sum                  :  8.30182e-01 ; iterations: [ 8.30182e-01 ]
projection2_mode     :  7.88509e-01 ; iterations: [ 7.88509e-01 ]
projection0_mode     :  4.74335e-01 ; iterations: [ 4.74335e-01 ]
max                  :  3.48925e-01 ; iterations: [ 3.48925e-01 ]

