Attributes
atom_atomtype[X,Y,Y] :  6.04086e+00 ; iterations: [ 6.04086e+00 ]
atom_charge[X,Y,Y]   :  5.85045e-01 ; iterations: [ 5.85045e-01 ]
sbond_1_atomid[Y,Y,Y]:  5.84504e-01 ; iterations: [ 5.84504e-01 ]
sbond_1_atomid[X,Y,Y]:  5.80320e-01 ; iterations: [ 5.80320e-01 ]
atom_name[X,Y,Y]     :  3.94052e-01 ; iterations: [ 3.94052e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.47618e-01 ; iterations: [ 2.47618e-01 ]
sbond_2_atomid[X,Y,Y]:  1.93083e-01 ; iterations: [ 1.93083e-01 ]
atom_charge[Y,Y,Y]   :  1.69582e-01 ; iterations: [ 1.69582e-01 ]
atom_atomtype[Y,Y,Y] :  6.55200e-02 ; iterations: [ 6.55200e-02 ]
sbond_7_atomid[Y,Y,Y]:  3.65338e-02 ; iterations: [ 3.65338e-02 ]

Attributes summed
atom_atomtype        :  6.10638e+00 ; iterations: [ 6.10638e+00 ]
sbond_1_atomid       :  1.16482e+00 ; iterations: [ 1.16482e+00 ]
atom_charge          :  7.54628e-01 ; iterations: [ 7.54628e-01 ]
sbond_2_atomid       :  4.40701e-01 ; iterations: [ 4.40701e-01 ]
atom_name            :  3.94052e-01 ; iterations: [ 3.94052e-01 ]
sbond_7_atomid       :  3.65338e-02 ; iterations: [ 3.65338e-02 ]

Aggregators
count                :  5.57629e+00 ; iterations: [ 5.57629e+00 ]
projection2_mode     :  1.23510e+00 ; iterations: [ 1.23510e+00 ]
sum                  :  6.97469e-01 ; iterations: [ 6.97469e-01 ]
mode                 :  4.47687e-01 ; iterations: [ 4.47687e-01 ]
projection0_mode     :  3.30912e-01 ; iterations: [ 3.30912e-01 ]
max                  :  3.16931e-01 ; iterations: [ 3.16931e-01 ]
min                  :  2.92722e-01 ; iterations: [ 2.92722e-01 ]

