Attributes
atom_atomtype[X,Y,Y] :  5.72560e+00 ; iterations: [ 5.72560e+00 ]
atom_charge[X,Y,Y]   :  8.97940e-01 ; iterations: [ 8.97940e-01 ]
atom_charge[Y,Y,Y]   :  7.22787e-01 ; iterations: [ 7.22787e-01 ]
sbond_1_atomid[X,Y,Y]:  3.81212e-01 ; iterations: [ 3.81212e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.23692e-01 ; iterations: [ 3.23692e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.75675e-01 ; iterations: [ 2.75675e-01 ]
atom_name[X,Y,Y]     :  2.00687e-01 ; iterations: [ 2.00687e-01 ]
atom_atomtype[Y,Y,Y] :  3.30375e-02 ; iterations: [ 3.30375e-02 ]
atom_name[Y,Y,Y]     :  3.03894e-02 ; iterations: [ 3.03894e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.97944e-02 ; iterations: [ 2.97944e-02 ]
sbond_2_atomid[X,Y,Y]:  2.60522e-02 ; iterations: [ 2.60522e-02 ]

Attributes summed
atom_atomtype        :  5.75863e+00 ; iterations: [ 5.75863e+00 ]
atom_charge          :  1.62073e+00 ; iterations: [ 1.62073e+00 ]
sbond_1_atomid       :  6.56887e-01 ; iterations: [ 6.56887e-01 ]
sbond_2_atomid       :  3.49744e-01 ; iterations: [ 3.49744e-01 ]
atom_name            :  2.31076e-01 ; iterations: [ 2.31076e-01 ]
sbond_7_atomid       :  2.97944e-02 ; iterations: [ 2.97944e-02 ]

Aggregators
count                :  4.99075e+00 ; iterations: [ 4.99075e+00 ]
mode                 :  8.38318e-01 ; iterations: [ 8.38318e-01 ]
sum                  :  8.06692e-01 ; iterations: [ 8.06692e-01 ]
projection2_mode     :  7.86214e-01 ; iterations: [ 7.86214e-01 ]
max                  :  5.06244e-01 ; iterations: [ 5.06244e-01 ]
projection0_mode     :  3.82731e-01 ; iterations: [ 3.82731e-01 ]
min                  :  3.35910e-01 ; iterations: [ 3.35910e-01 ]

