Attributes
atom_atomtype[X,Y,Y] :  6.40132e+00 ; iterations: [ 6.40132e+00 ]
atom_name[X,Y,Y]     :  5.77790e-01 ; iterations: [ 5.77790e-01 ]
sbond_1_atomid[X,Y,Y]:  4.79153e-01 ; iterations: [ 4.79153e-01 ]
atom_charge[X,Y,Y]   :  4.61269e-01 ; iterations: [ 4.61269e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.74909e-01 ; iterations: [ 2.74909e-01 ]
atom_charge[Y,Y,Y]   :  2.70734e-01 ; iterations: [ 2.70734e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.21674e-01 ; iterations: [ 2.21674e-01 ]
atom_atomtype[Y,Y,Y] :  1.40200e-01 ; iterations: [ 1.40200e-01 ]
sbond_2_atomid[X,Y,Y]:  1.21172e-01 ; iterations: [ 1.21172e-01 ]
atom_name[Y,Y,Y]     :  2.27946e-02 ; iterations: [ 2.27946e-02 ]
sbond_7_atomid[X,Y,Y]:  1.41667e-02 ; iterations: [ 1.41667e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.12198e-02 ; iterations: [ 1.12198e-02 ]

Attributes summed
atom_atomtype        :  6.54152e+00 ; iterations: [ 6.54152e+00 ]
sbond_1_atomid       :  7.54062e-01 ; iterations: [ 7.54062e-01 ]
atom_charge          :  7.32003e-01 ; iterations: [ 7.32003e-01 ]
atom_name            :  6.00585e-01 ; iterations: [ 6.00585e-01 ]
sbond_2_atomid       :  3.42847e-01 ; iterations: [ 3.42847e-01 ]
sbond_7_atomid       :  2.53864e-02 ; iterations: [ 2.53864e-02 ]

Aggregators
count                :  5.89923e+00 ; iterations: [ 5.89923e+00 ]
projection2_mode     :  9.88150e-01 ; iterations: [ 9.88150e-01 ]
sum                  :  9.62577e-01 ; iterations: [ 9.62577e-01 ]
mode                 :  5.07198e-01 ; iterations: [ 5.07198e-01 ]
min                  :  2.57664e-01 ; iterations: [ 2.57664e-01 ]
projection0_mode     :  2.20421e-01 ; iterations: [ 2.20421e-01 ]
max                  :  1.61158e-01 ; iterations: [ 1.61158e-01 ]

