Attributes
atom_atomtype[X,Y,Y] :  6.42078e+00 ; iterations: [ 6.42078e+00 ]
atom_name[X,Y,Y]     :  5.39720e-01 ; iterations: [ 5.39720e-01 ]
atom_charge[Y,Y,Y]   :  4.01783e-01 ; iterations: [ 4.01783e-01 ]
sbond_1_atomid[X,Y,Y]:  3.64459e-01 ; iterations: [ 3.64459e-01 ]
atom_charge[X,Y,Y]   :  2.87588e-01 ; iterations: [ 2.87588e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.16108e-01 ; iterations: [ 2.16108e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.81304e-01 ; iterations: [ 1.81304e-01 ]
atom_atomtype[Y,Y,Y] :  1.77636e-01 ; iterations: [ 1.77636e-01 ]
sbond_2_atomid[X,Y,Y]:  1.01993e-01 ; iterations: [ 1.01993e-01 ]
sbond_7_atomid[Y,Y,Y]:  3.93435e-02 ; iterations: [ 3.93435e-02 ]

Attributes summed
atom_atomtype        :  6.59841e+00 ; iterations: [ 6.59841e+00 ]
atom_charge          :  6.89370e-01 ; iterations: [ 6.89370e-01 ]
sbond_1_atomid       :  5.80567e-01 ; iterations: [ 5.80567e-01 ]
atom_name            :  5.39720e-01 ; iterations: [ 5.39720e-01 ]
sbond_2_atomid       :  2.83297e-01 ; iterations: [ 2.83297e-01 ]
sbond_7_atomid       :  3.93435e-02 ; iterations: [ 3.93435e-02 ]

Aggregators
count                :  4.66384e+00 ; iterations: [ 4.66384e+00 ]
projection2_mode     :  1.37546e+00 ; iterations: [ 1.37546e+00 ]
sum                  :  9.67857e-01 ; iterations: [ 9.67857e-01 ]
mode                 :  7.03392e-01 ; iterations: [ 7.03392e-01 ]
max                  :  6.45062e-01 ; iterations: [ 6.45062e-01 ]
projection0_mode     :  2.13559e-01 ; iterations: [ 2.13559e-01 ]
min                  :  1.61543e-01 ; iterations: [ 1.61543e-01 ]

