Attributes
bonds_bond_type[X,Y,Y,Y]:  6.59639e-01 ; iterations: [ 6.59639e-01 ]
atoms_atom_type[Y,X,Y]  :  3.09680e-01 ; iterations: [ 3.09680e-01 ]
atoms_charge[Y,Y,Y]     :  2.18906e-01 ; iterations: [ 2.18906e-01 ]
atoms_charge[Y,X,Y]     :  1.10975e-01 ; iterations: [ 1.10975e-01 ]
atoms_atom_type[Y,Y,Y]  :  4.23875e-02 ; iterations: [ 4.23875e-02 ]
atoms_element[Y,X,Y]    :  3.95441e-02 ; iterations: [ 3.95441e-02 ]
bonds_bond_type[Y,Y,Y,Y]:  3.34080e-02 ; iterations: [ 3.34080e-02 ]

Attributes summed
bonds_bond_type         :  6.93047e-01 ; iterations: [ 6.93047e-01 ]
atoms_atom_type         :  3.52068e-01 ; iterations: [ 3.52068e-01 ]
atoms_charge            :  3.29881e-01 ; iterations: [ 3.29881e-01 ]
atoms_element           :  3.95441e-02 ; iterations: [ 3.95441e-02 ]

Aggregators
min                     :  4.79705e-01 ; iterations: [ 4.79705e-01 ]
sum                     :  3.38036e-01 ; iterations: [ 3.38036e-01 ]
count                   :  1.65378e-01 ; iterations: [ 1.65378e-01 ]
max                     :  1.22071e-01 ; iterations: [ 1.22071e-01 ]
projection2_max         :  1.15556e-01 ; iterations: [ 1.15556e-01 ]
projection2_min         :  1.03350e-01 ; iterations: [ 1.03350e-01 ]
projection2_sum         :  4.23875e-02 ; iterations: [ 4.23875e-02 ]
projection2_mode        :  2.83362e-02 ; iterations: [ 2.83362e-02 ]
projection1_mode        :  1.46484e-02 ; iterations: [ 1.46484e-02 ]
projection0_mode        :  5.07185e-03 ; iterations: [ 5.07185e-03 ]

