Attributes
atom_atomtype[X,Y,Y] :  3.46907e+00 ; iterations: [ 3.46907e+00 ]
atom_charge[X,Y,Y]   :  1.10246e+00 ; iterations: [ 1.10246e+00 ]
sbond_1_atomid[X,Y,Y]:  6.80167e-01 ; iterations: [ 6.80167e-01 ]
sbond_1_atomid[Y,Y,Y]:  6.00561e-01 ; iterations: [ 6.00561e-01 ]
sbond_2_atomid[Y,Y,Y]:  4.53812e-01 ; iterations: [ 4.53812e-01 ]
atom_name[X,Y,Y]     :  3.73400e-01 ; iterations: [ 3.73400e-01 ]
atom_charge[Y,Y,Y]   :  2.60580e-01 ; iterations: [ 2.60580e-01 ]
sbond_7_atomid[X,Y,Y]:  1.60000e-01 ; iterations: [ 1.60000e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.43331e-01 ; iterations: [ 1.43331e-01 ]
atom_atomtype[Y,Y,Y] :  8.18456e-02 ; iterations: [ 8.18456e-02 ]
sbond_2_atomid[X,Y,Y]:  4.10952e-02 ; iterations: [ 4.10952e-02 ]
sbond_3_atomid[Y,Y,Y]:  3.36728e-02 ; iterations: [ 3.36728e-02 ]

Attributes summed
atom_atomtype        :  3.55091e+00 ; iterations: [ 3.55091e+00 ]
atom_charge          :  1.36304e+00 ; iterations: [ 1.36304e+00 ]
sbond_1_atomid       :  1.28073e+00 ; iterations: [ 1.28073e+00 ]
sbond_2_atomid       :  4.94907e-01 ; iterations: [ 4.94907e-01 ]
atom_name            :  3.73400e-01 ; iterations: [ 3.73400e-01 ]
sbond_7_atomid       :  3.03331e-01 ; iterations: [ 3.03331e-01 ]
sbond_3_atomid       :  3.36728e-02 ; iterations: [ 3.36728e-02 ]

Aggregators
count                :  4.15700e+00 ; iterations: [ 4.15700e+00 ]
projection2_mode     :  8.46231e-01 ; iterations: [ 8.46231e-01 ]
min                  :  6.78777e-01 ; iterations: [ 6.78777e-01 ]
sum                  :  6.20019e-01 ; iterations: [ 6.20019e-01 ]
projection0_mode     :  5.54427e-01 ; iterations: [ 5.54427e-01 ]
mode                 :  3.01676e-01 ; iterations: [ 3.01676e-01 ]
max                  :  2.41859e-01 ; iterations: [ 2.41859e-01 ]

