Attributes
atom_atomtype[X,Y,Y] :  5.57877e+00 ; iterations: [ 5.57877e+00 ]
atom_charge[X,Y,Y]   :  1.11578e+00 ; iterations: [ 1.11578e+00 ]
atom_name[X,Y,Y]     :  8.18962e-01 ; iterations: [ 8.18962e-01 ]
atom_charge[Y,Y,Y]   :  5.54053e-01 ; iterations: [ 5.54053e-01 ]
sbond_1_atomid[X,Y,Y]:  3.87865e-01 ; iterations: [ 3.87865e-01 ]
sbond_2_atomid[X,Y,Y]:  2.01814e-01 ; iterations: [ 2.01814e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.85503e-01 ; iterations: [ 1.85503e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.35197e-01 ; iterations: [ 1.35197e-01 ]
atom_atomtype[Y,Y,Y] :  4.38855e-02 ; iterations: [ 4.38855e-02 ]
atom_name[Y,Y,Y]     :  1.43805e-02 ; iterations: [ 1.43805e-02 ]

Attributes summed
atom_atomtype        :  5.62265e+00 ; iterations: [ 5.62265e+00 ]
atom_charge          :  1.66983e+00 ; iterations: [ 1.66983e+00 ]
atom_name            :  8.33342e-01 ; iterations: [ 8.33342e-01 ]
sbond_1_atomid       :  5.73368e-01 ; iterations: [ 5.73368e-01 ]
sbond_2_atomid       :  3.37010e-01 ; iterations: [ 3.37010e-01 ]

Aggregators
count                :  4.34569e+00 ; iterations: [ 4.34569e+00 ]
projection2_mode     :  1.83900e+00 ; iterations: [ 1.83900e+00 ]
mode                 :  9.22667e-01 ; iterations: [ 9.22667e-01 ]
max                  :  8.55842e-01 ; iterations: [ 8.55842e-01 ]
sum                  :  6.73370e-01 ; iterations: [ 6.73370e-01 ]
min                  :  3.43986e-01 ; iterations: [ 3.43986e-01 ]
projection0_mode     :  5.56522e-02 ; iterations: [ 5.56522e-02 ]

