Attributes
atom_atomtype[X,Y,Y] :  6.59109e+00 ; iterations: [ 6.59109e+00 ]
atom_charge[X,Y,Y]   :  7.38166e-01 ; iterations: [ 7.38166e-01 ]
sbond_1_atomid[X,Y,Y]:  6.60294e-01 ; iterations: [ 6.60294e-01 ]
sbond_1_atomid[Y,Y,Y]:  5.42500e-01 ; iterations: [ 5.42500e-01 ]
atom_charge[Y,Y,Y]   :  2.97145e-01 ; iterations: [ 2.97145e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.16915e-01 ; iterations: [ 1.16915e-01 ]
atom_atomtype[Y,Y,Y] :  9.22896e-02 ; iterations: [ 9.22896e-02 ]
sbond_2_atomid[X,Y,Y]:  7.61420e-02 ; iterations: [ 7.61420e-02 ]
atom_name[X,Y,Y]     :  5.61661e-02 ; iterations: [ 5.61661e-02 ]
sbond_7_atomid[X,Y,Y]:  2.73306e-02 ; iterations: [ 2.73306e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.61465e-02 ; iterations: [ 2.61465e-02 ]

Attributes summed
atom_atomtype        :  6.68337e+00 ; iterations: [ 6.68337e+00 ]
sbond_1_atomid       :  1.20279e+00 ; iterations: [ 1.20279e+00 ]
atom_charge          :  1.03531e+00 ; iterations: [ 1.03531e+00 ]
sbond_2_atomid       :  1.93057e-01 ; iterations: [ 1.93057e-01 ]
atom_name            :  5.61661e-02 ; iterations: [ 5.61661e-02 ]
sbond_7_atomid       :  5.34770e-02 ; iterations: [ 5.34770e-02 ]

Aggregators
count                :  5.28080e+00 ; iterations: [ 5.28080e+00 ]
projection2_mode     :  1.35766e+00 ; iterations: [ 1.35766e+00 ]
sum                  :  7.70897e-01 ; iterations: [ 7.70897e-01 ]
max                  :  6.86808e-01 ; iterations: [ 6.86808e-01 ]
mode                 :  4.83466e-01 ; iterations: [ 4.83466e-01 ]
projection0_mode     :  4.63918e-01 ; iterations: [ 4.63918e-01 ]
min                  :  1.80626e-01 ; iterations: [ 1.80626e-01 ]

