Attributes
atom_atomtype[X,Y,Y] :  3.85990e+00 ; iterations: [ 3.85990e+00 ]
atom_charge[X,Y,Y]   :  1.35386e+00 ; iterations: [ 1.35386e+00 ]
sbond_1_atomid[Y,Y,Y]:  4.80819e-01 ; iterations: [ 4.80819e-01 ]
atom_name[X,Y,Y]     :  4.11032e-01 ; iterations: [ 4.11032e-01 ]
sbond_2_atomid[X,Y,Y]:  3.64265e-01 ; iterations: [ 3.64265e-01 ]
atom_charge[Y,Y,Y]   :  2.35211e-01 ; iterations: [ 2.35211e-01 ]
atom_atomtype[Y,Y,Y] :  1.94654e-01 ; iterations: [ 1.94654e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.76724e-01 ; iterations: [ 1.76724e-01 ]
atom_name[Y,Y,Y]     :  1.45666e-01 ; iterations: [ 1.45666e-01 ]
sbond_1_atomid[X,Y,Y]:  9.36740e-02 ; iterations: [ 9.36740e-02 ]
sbond_7_atomid[Y,Y,Y]:  6.15234e-02 ; iterations: [ 6.15234e-02 ]

Attributes summed
atom_atomtype        :  4.05455e+00 ; iterations: [ 4.05455e+00 ]
atom_charge          :  1.58907e+00 ; iterations: [ 1.58907e+00 ]
sbond_1_atomid       :  5.74493e-01 ; iterations: [ 5.74493e-01 ]
atom_name            :  5.56699e-01 ; iterations: [ 5.56699e-01 ]
sbond_2_atomid       :  5.40989e-01 ; iterations: [ 5.40989e-01 ]
sbond_7_atomid       :  6.15234e-02 ; iterations: [ 6.15234e-02 ]

Aggregators
count                :  3.54619e+00 ; iterations: [ 3.54619e+00 ]
projection2_mode     :  1.27308e+00 ; iterations: [ 1.27308e+00 ]
max                  :  7.72992e-01 ; iterations: [ 7.72992e-01 ]
sum                  :  5.58635e-01 ; iterations: [ 5.58635e-01 ]
min                  :  4.98502e-01 ; iterations: [ 4.98502e-01 ]
mode                 :  4.53083e-01 ; iterations: [ 4.53083e-01 ]
projection0_mode     :  2.74839e-01 ; iterations: [ 2.74839e-01 ]

