Attributes
atom_atomtype[X,Y,Y] :  5.37508e+00 ; iterations: [ 5.37508e+00 ]
atom_charge[X,Y,Y]   :  7.72633e-01 ; iterations: [ 7.72633e-01 ]
sbond_1_atomid[X,Y,Y]:  5.94290e-01 ; iterations: [ 5.94290e-01 ]
atom_name[X,Y,Y]     :  5.71356e-01 ; iterations: [ 5.71356e-01 ]
atom_charge[Y,Y,Y]   :  3.34947e-01 ; iterations: [ 3.34947e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.94426e-01 ; iterations: [ 2.94426e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.11194e-02 ; iterations: [ 4.11194e-02 ]
sbond_2_atomid[X,Y,Y]:  2.32916e-02 ; iterations: [ 2.32916e-02 ]
atom_atomtype[Y,Y,Y] :  2.32916e-02 ; iterations: [ 2.32916e-02 ]

Attributes summed
atom_atomtype        :  5.39838e+00 ; iterations: [ 5.39838e+00 ]
atom_charge          :  1.10758e+00 ; iterations: [ 1.10758e+00 ]
sbond_1_atomid       :  6.35409e-01 ; iterations: [ 6.35409e-01 ]
atom_name            :  5.71356e-01 ; iterations: [ 5.71356e-01 ]
sbond_2_atomid       :  3.17717e-01 ; iterations: [ 3.17717e-01 ]

Aggregators
count                :  4.42880e+00 ; iterations: [ 4.42880e+00 ]
projection2_mode     :  1.53869e+00 ; iterations: [ 1.53869e+00 ]
sum                  :  6.25814e-01 ; iterations: [ 6.25814e-01 ]
max                  :  5.84188e-01 ; iterations: [ 5.84188e-01 ]
mode                 :  3.58239e-01 ; iterations: [ 3.58239e-01 ]
projection0_mode     :  2.64224e-01 ; iterations: [ 2.64224e-01 ]
min                  :  2.30481e-01 ; iterations: [ 2.30481e-01 ]

