Attributes
atom_atomtype[X,Y,Y] :  4.73172e+00 ; iterations: [ 4.73172e+00 ]
atom_name[X,Y,Y]     :  8.43764e-01 ; iterations: [ 8.43764e-01 ]
atom_charge[X,Y,Y]   :  6.39370e-01 ; iterations: [ 6.39370e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.10164e-01 ; iterations: [ 4.10164e-01 ]
atom_charge[Y,Y,Y]   :  3.42499e-01 ; iterations: [ 3.42499e-01 ]
sbond_1_atomid[X,Y,Y]:  3.34647e-01 ; iterations: [ 3.34647e-01 ]
sbond_2_atomid[X,Y,Y]:  2.21343e-01 ; iterations: [ 2.21343e-01 ]
sbond_2_atomid[Y,Y,Y]:  7.10059e-02 ; iterations: [ 7.10059e-02 ]
sbond_3_atomid[Y,Y,Y]:  4.64779e-02 ; iterations: [ 4.64779e-02 ]
atom_name[Y,Y,Y]     :  3.45387e-02 ; iterations: [ 3.45387e-02 ]
atom_atomtype[Y,Y,Y] :  2.68046e-02 ; iterations: [ 2.68046e-02 ]
sbond_7_atomid[X,Y,Y]:  1.28133e-02 ; iterations: [ 1.28133e-02 ]

Attributes summed
atom_atomtype        :  4.75853e+00 ; iterations: [ 4.75853e+00 ]
atom_charge          :  9.81869e-01 ; iterations: [ 9.81869e-01 ]
atom_name            :  8.78303e-01 ; iterations: [ 8.78303e-01 ]
sbond_1_atomid       :  7.44810e-01 ; iterations: [ 7.44810e-01 ]
sbond_2_atomid       :  2.92349e-01 ; iterations: [ 2.92349e-01 ]
sbond_3_atomid       :  4.64779e-02 ; iterations: [ 4.64779e-02 ]
sbond_7_atomid       :  1.28133e-02 ; iterations: [ 1.28133e-02 ]

Aggregators
count                :  4.07963e+00 ; iterations: [ 4.07963e+00 ]
sum                  :  9.53009e-01 ; iterations: [ 9.53009e-01 ]
projection2_mode     :  9.03843e-01 ; iterations: [ 9.03843e-01 ]
mode                 :  7.57405e-01 ; iterations: [ 7.57405e-01 ]
min                  :  4.89304e-01 ; iterations: [ 4.89304e-01 ]
max                  :  3.18930e-01 ; iterations: [ 3.18930e-01 ]
projection0_mode     :  2.13028e-01 ; iterations: [ 2.13028e-01 ]

