Attributes
atom_atomtype[X,Y,Y] :  3.94367e+00 ; iterations: [ 3.94367e+00 ]
atom_charge[X,Y,Y]   :  1.94123e+00 ; iterations: [ 1.94123e+00 ]
atom_name[X,Y,Y]     :  5.59509e-01 ; iterations: [ 5.59509e-01 ]
sbond_1_atomid[X,Y,Y]:  2.35956e-01 ; iterations: [ 2.35956e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.34778e-01 ; iterations: [ 2.34778e-01 ]
sbond_2_atomid[X,Y,Y]:  1.73115e-01 ; iterations: [ 1.73115e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.62455e-01 ; iterations: [ 1.62455e-01 ]
atom_charge[Y,Y,Y]   :  1.48669e-01 ; iterations: [ 1.48669e-01 ]
atom_atomtype[Y,Y,Y] :  1.34938e-01 ; iterations: [ 1.34938e-01 ]
sbond_3_atomid[Y,Y,Y]:  4.53515e-02 ; iterations: [ 4.53515e-02 ]
atom_name[Y,Y,Y]     :  3.02095e-02 ; iterations: [ 3.02095e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.17773e-02 ; iterations: [ 1.17773e-02 ]

Attributes summed
atom_atomtype        :  4.07861e+00 ; iterations: [ 4.07861e+00 ]
atom_charge          :  2.08989e+00 ; iterations: [ 2.08989e+00 ]
atom_name            :  5.89719e-01 ; iterations: [ 5.89719e-01 ]
sbond_2_atomid       :  4.07894e-01 ; iterations: [ 4.07894e-01 ]
sbond_1_atomid       :  3.98411e-01 ; iterations: [ 3.98411e-01 ]
sbond_3_atomid       :  4.53515e-02 ; iterations: [ 4.53515e-02 ]
sbond_7_atomid       :  1.17773e-02 ; iterations: [ 1.17773e-02 ]

Aggregators
count                :  4.85479e+00 ; iterations: [ 4.85479e+00 ]
min                  :  7.22180e-01 ; iterations: [ 7.22180e-01 ]
projection2_mode     :  6.79397e-01 ; iterations: [ 6.79397e-01 ]
max                  :  4.48347e-01 ; iterations: [ 4.48347e-01 ]
sum                  :  3.99277e-01 ; iterations: [ 3.99277e-01 ]
mode                 :  3.63339e-01 ; iterations: [ 3.63339e-01 ]
projection0_mode     :  1.54326e-01 ; iterations: [ 1.54326e-01 ]

