Attributes
atom_atomtype[X,Y,Y] :  3.18173e+00 ; iterations: [ 3.18173e+00 ]
atom_charge[X,Y,Y]   :  7.22404e-01 ; iterations: [ 7.22404e-01 ]
atom_atomtype[Y,Y,Y] :  6.67973e-01 ; iterations: [ 6.67973e-01 ]
sbond_1_atomid[Y,Y,Y]:  6.05871e-01 ; iterations: [ 6.05871e-01 ]
sbond_1_atomid[X,Y,Y]:  5.85567e-01 ; iterations: [ 5.85567e-01 ]
atom_name[X,Y,Y]     :  5.75661e-01 ; iterations: [ 5.75661e-01 ]
atom_charge[Y,Y,Y]   :  4.99348e-01 ; iterations: [ 4.99348e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.52806e-01 ; iterations: [ 3.52806e-01 ]
sbond_2_atomid[X,Y,Y]:  2.33327e-01 ; iterations: [ 2.33327e-01 ]
sbond_7_atomid[Y,Y,Y]:  5.36828e-02 ; iterations: [ 5.36828e-02 ]
sbond_7_atomid[X,Y,Y]:  3.12187e-02 ; iterations: [ 3.12187e-02 ]
atom_name[Y,Y,Y]     :  2.20811e-02 ; iterations: [ 2.20811e-02 ]

Attributes summed
atom_atomtype        :  3.84971e+00 ; iterations: [ 3.84971e+00 ]
atom_charge          :  1.22175e+00 ; iterations: [ 1.22175e+00 ]
sbond_1_atomid       :  1.19144e+00 ; iterations: [ 1.19144e+00 ]
atom_name            :  5.97742e-01 ; iterations: [ 5.97742e-01 ]
sbond_2_atomid       :  5.86133e-01 ; iterations: [ 5.86133e-01 ]
sbond_7_atomid       :  8.49014e-02 ; iterations: [ 8.49014e-02 ]

Aggregators
count                :  3.27029e+00 ; iterations: [ 3.27029e+00 ]
projection2_mode     :  1.20367e+00 ; iterations: [ 1.20367e+00 ]
sum                  :  1.20287e+00 ; iterations: [ 1.20287e+00 ]
mode                 :  1.16201e+00 ; iterations: [ 1.16201e+00 ]
max                  :  2.47951e-01 ; iterations: [ 2.47951e-01 ]
min                  :  2.27957e-01 ; iterations: [ 2.27957e-01 ]
projection0_mode     :  2.16926e-01 ; iterations: [ 2.16926e-01 ]

