Attributes
bonds_bond_type[X,Y,Y,Y]:  7.45027e-01 ; iterations: [ 7.45027e-01 ]
atoms_atom_type[Y,X,Y]  :  6.23938e-01 ; iterations: [ 6.23938e-01 ]
atoms_charge[Y,Y,Y]     :  5.59552e-01 ; iterations: [ 5.59552e-01 ]
atoms_atom_type[Y,Y,Y]  :  4.94667e-01 ; iterations: [ 4.94667e-01 ]
atoms_charge[Y,X,Y]     :  1.36467e-01 ; iterations: [ 1.36467e-01 ]
atoms_element[Y,X,Y]    :  8.49045e-02 ; iterations: [ 8.49045e-02 ]
bonds_bond_type[Y,Y,Y,Y]:  6.48415e-02 ; iterations: [ 6.48415e-02 ]
drugs_ind1[X,Y]         :  1.44056e-02 ; iterations: [ 1.44056e-02 ]

Attributes summed
atoms_atom_type         :  1.11861e+00 ; iterations: [ 1.11861e+00 ]
bonds_bond_type         :  8.09869e-01 ; iterations: [ 8.09869e-01 ]
atoms_charge            :  6.96019e-01 ; iterations: [ 6.96019e-01 ]
atoms_element           :  8.49045e-02 ; iterations: [ 8.49045e-02 ]
drugs_ind1              :  1.44056e-02 ; iterations: [ 1.44056e-02 ]

Aggregators
sum                     :  8.46468e-01 ; iterations: [ 8.46468e-01 ]
projection2_sum         :  6.75331e-01 ; iterations: [ 6.75331e-01 ]
projection2_min         :  3.78889e-01 ; iterations: [ 3.78889e-01 ]
max                     :  3.46522e-01 ; iterations: [ 3.46522e-01 ]
count                   :  2.36849e-01 ; iterations: [ 2.36849e-01 ]
min                     :  1.93880e-01 ; iterations: [ 1.93880e-01 ]
projection1_mode        :  3.93546e-02 ; iterations: [ 3.93546e-02 ]
projection0_mode        :  6.51042e-03 ; iterations: [ 6.51042e-03 ]

