Attributes
atom_atomtype[X,Y,Y] :  5.03333e+00 ; iterations: [ 5.03333e+00 ]
atom_charge[X,Y,Y]   :  9.36066e-01 ; iterations: [ 9.36066e-01 ]
atom_charge[Y,Y,Y]   :  7.25834e-01 ; iterations: [ 7.25834e-01 ]
atom_name[X,Y,Y]     :  5.24480e-01 ; iterations: [ 5.24480e-01 ]
sbond_7_atomid[X,Y,Y]:  1.41488e-01 ; iterations: [ 1.41488e-01 ]
sbond_2_atomid[X,Y,Y]:  1.20157e-01 ; iterations: [ 1.20157e-01 ]
atom_atomtype[Y,Y,Y] :  1.15619e-01 ; iterations: [ 1.15619e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.07585e-01 ; iterations: [ 1.07585e-01 ]
sbond_1_atomid[X,Y,Y]:  6.98564e-02 ; iterations: [ 6.98564e-02 ]
sbond_1_atomid[Y,Y,Y]:  6.52352e-02 ; iterations: [ 6.52352e-02 ]
atom_name[Y,Y,Y]     :  3.67861e-02 ; iterations: [ 3.67861e-02 ]
sbond_2_atomid[Y,Y,Y]:  2.71882e-02 ; iterations: [ 2.71882e-02 ]

Attributes summed
atom_atomtype        :  5.14895e+00 ; iterations: [ 5.14895e+00 ]
atom_charge          :  1.66190e+00 ; iterations: [ 1.66190e+00 ]
atom_name            :  5.61266e-01 ; iterations: [ 5.61266e-01 ]
sbond_7_atomid       :  2.49073e-01 ; iterations: [ 2.49073e-01 ]
sbond_2_atomid       :  1.47345e-01 ; iterations: [ 1.47345e-01 ]
sbond_1_atomid       :  1.35092e-01 ; iterations: [ 1.35092e-01 ]

Aggregators
count                :  4.24129e+00 ; iterations: [ 4.24129e+00 ]
projection2_mode     :  1.44768e+00 ; iterations: [ 1.44768e+00 ]
mode                 :  9.53263e-01 ; iterations: [ 9.53263e-01 ]
min                  :  6.04336e-01 ; iterations: [ 6.04336e-01 ]
sum                  :  3.78885e-01 ; iterations: [ 3.78885e-01 ]
max                  :  1.62446e-01 ; iterations: [ 1.62446e-01 ]
projection0_mode     :  1.15721e-01 ; iterations: [ 1.15721e-01 ]

