Attributes
atom_atomtype[X,Y,Y] :  4.86760e+00 ; iterations: [ 4.86760e+00 ]
sbond_1_atomid[X,Y,Y]:  4.98096e-01 ; iterations: [ 4.98096e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.50159e-01 ; iterations: [ 4.50159e-01 ]
atom_charge[Y,Y,Y]   :  4.15716e-01 ; iterations: [ 4.15716e-01 ]
atom_atomtype[Y,Y,Y] :  3.91642e-01 ; iterations: [ 3.91642e-01 ]
atom_name[X,Y,Y]     :  3.86631e-01 ; iterations: [ 3.86631e-01 ]
sbond_2_atomid[X,Y,Y]:  3.69428e-01 ; iterations: [ 3.69428e-01 ]
atom_name[Y,Y,Y]     :  8.35510e-02 ; iterations: [ 8.35510e-02 ]
sbond_2_atomid[Y,Y,Y]:  4.44752e-02 ; iterations: [ 4.44752e-02 ]
sbond_7_atomid[Y,Y,Y]:  4.02360e-02 ; iterations: [ 4.02360e-02 ]

Attributes summed
atom_atomtype        :  5.25924e+00 ; iterations: [ 5.25924e+00 ]
sbond_1_atomid       :  9.48256e-01 ; iterations: [ 9.48256e-01 ]
atom_name            :  4.70182e-01 ; iterations: [ 4.70182e-01 ]
atom_charge          :  4.15716e-01 ; iterations: [ 4.15716e-01 ]
sbond_2_atomid       :  4.13903e-01 ; iterations: [ 4.13903e-01 ]
sbond_7_atomid       :  4.02360e-02 ; iterations: [ 4.02360e-02 ]

Aggregators
count                :  2.88854e+00 ; iterations: [ 2.88854e+00 ]
projection2_mode     :  2.58981e+00 ; iterations: [ 2.58981e+00 ]
mode                 :  8.90908e-01 ; iterations: [ 8.90908e-01 ]
sum                  :  5.39772e-01 ; iterations: [ 5.39772e-01 ]
min                  :  2.53071e-01 ; iterations: [ 2.53071e-01 ]
max                  :  2.33647e-01 ; iterations: [ 2.33647e-01 ]
projection0_mode     :  1.51786e-01 ; iterations: [ 1.51786e-01 ]

