Attributes
atom_atomtype[X,Y,Y] :  5.95277e+00 ; iterations: [ 5.95277e+00 ]
atom_charge[X,Y,Y]   :  6.95277e-01 ; iterations: [ 6.95277e-01 ]
atom_charge[Y,Y,Y]   :  5.33224e-01 ; iterations: [ 5.33224e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.46812e-01 ; iterations: [ 4.46812e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.04331e-01 ; iterations: [ 3.04331e-01 ]
sbond_1_atomid[X,Y,Y]:  2.91692e-01 ; iterations: [ 2.91692e-01 ]
atom_atomtype[Y,Y,Y] :  1.04230e-01 ; iterations: [ 1.04230e-01 ]
atom_name[X,Y,Y]     :  4.61521e-02 ; iterations: [ 4.61521e-02 ]
sbond_2_atomid[X,Y,Y]:  2.85815e-02 ; iterations: [ 2.85815e-02 ]
sbond_3_atomid[Y,Y,Y]:  2.68428e-02 ; iterations: [ 2.68428e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.43744e-02 ; iterations: [ 1.43744e-02 ]

Attributes summed
atom_atomtype        :  6.05700e+00 ; iterations: [ 6.05700e+00 ]
atom_charge          :  1.22850e+00 ; iterations: [ 1.22850e+00 ]
sbond_1_atomid       :  7.38504e-01 ; iterations: [ 7.38504e-01 ]
sbond_2_atomid       :  3.32913e-01 ; iterations: [ 3.32913e-01 ]
atom_name            :  4.61521e-02 ; iterations: [ 4.61521e-02 ]
sbond_3_atomid       :  2.68428e-02 ; iterations: [ 2.68428e-02 ]
sbond_7_atomid       :  1.43744e-02 ; iterations: [ 1.43744e-02 ]

Aggregators
count                :  4.53641e+00 ; iterations: [ 4.53641e+00 ]
projection2_mode     :  1.69301e+00 ; iterations: [ 1.69301e+00 ]
mode                 :  6.67679e-01 ; iterations: [ 6.67679e-01 ]
sum                  :  6.61579e-01 ; iterations: [ 6.61579e-01 ]
projection0_mode     :  4.38857e-01 ; iterations: [ 4.38857e-01 ]
max                  :  3.59360e-01 ; iterations: [ 3.59360e-01 ]
min                  :  8.73935e-02 ; iterations: [ 8.73935e-02 ]

