Attributes
atom_atomtype[X,Y,Y] :  4.20998e+00 ; iterations: [ 4.20998e+00 ]
atom_charge[X,Y,Y]   :  6.47863e-01 ; iterations: [ 6.47863e-01 ]
atom_name[X,Y,Y]     :  5.32454e-01 ; iterations: [ 5.32454e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.50603e-01 ; iterations: [ 4.50603e-01 ]
sbond_1_atomid[X,Y,Y]:  3.61282e-01 ; iterations: [ 3.61282e-01 ]
atom_charge[Y,Y,Y]   :  3.53284e-01 ; iterations: [ 3.53284e-01 ]
sbond_2_atomid[X,Y,Y]:  2.65242e-01 ; iterations: [ 2.65242e-01 ]
atom_atomtype[Y,Y,Y] :  2.03126e-01 ; iterations: [ 2.03126e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.67902e-01 ; iterations: [ 1.67902e-01 ]
sbond_7_atomid[X,Y,Y]:  9.13989e-02 ; iterations: [ 9.13989e-02 ]
sbond_7_atomid[Y,Y,Y]:  4.13400e-02 ; iterations: [ 4.13400e-02 ]
atom_name[Y,Y,Y]     :  8.44812e-03 ; iterations: [ 8.44812e-03 ]

Attributes summed
atom_atomtype        :  4.41311e+00 ; iterations: [ 4.41311e+00 ]
atom_charge          :  1.00115e+00 ; iterations: [ 1.00115e+00 ]
sbond_1_atomid       :  8.11885e-01 ; iterations: [ 8.11885e-01 ]
atom_name            :  5.40903e-01 ; iterations: [ 5.40903e-01 ]
sbond_2_atomid       :  4.33144e-01 ; iterations: [ 4.33144e-01 ]
sbond_7_atomid       :  1.32739e-01 ; iterations: [ 1.32739e-01 ]

Aggregators
count                :  4.14540e+00 ; iterations: [ 4.14540e+00 ]
sum                  :  1.23642e+00 ; iterations: [ 1.23642e+00 ]
projection2_mode     :  6.89859e-01 ; iterations: [ 6.89859e-01 ]
mode                 :  6.34707e-01 ; iterations: [ 6.34707e-01 ]
min                  :  2.36136e-01 ; iterations: [ 2.36136e-01 ]
max                  :  2.20406e-01 ; iterations: [ 2.20406e-01 ]
projection0_mode     :  1.69998e-01 ; iterations: [ 1.69998e-01 ]

