Attributes
atom_atomtype[X,Y,Y] :  4.42617e+00 ; iterations: [ 4.42617e+00 ]
atom_charge[X,Y,Y]   :  9.63123e-01 ; iterations: [ 9.63123e-01 ]
sbond_1_atomid[X,Y,Y]:  7.96598e-01 ; iterations: [ 7.96598e-01 ]
atom_charge[Y,Y,Y]   :  7.95712e-01 ; iterations: [ 7.95712e-01 ]
atom_name[X,Y,Y]     :  3.79824e-01 ; iterations: [ 3.79824e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.66070e-01 ; iterations: [ 3.66070e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.87500e-01 ; iterations: [ 1.87500e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.33922e-01 ; iterations: [ 1.33922e-01 ]
sbond_2_atomid[X,Y,Y]:  1.25084e-01 ; iterations: [ 1.25084e-01 ]
atom_atomtype[Y,Y,Y] :  8.36089e-02 ; iterations: [ 8.36089e-02 ]
sbond_7_atomid[X,Y,Y]:  6.94074e-02 ; iterations: [ 6.94074e-02 ]
sbond_3_atomid[Y,Y,Y]:  1.94182e-02 ; iterations: [ 1.94182e-02 ]

Attributes summed
atom_atomtype        :  4.50978e+00 ; iterations: [ 4.50978e+00 ]
atom_charge          :  1.75884e+00 ; iterations: [ 1.75884e+00 ]
sbond_1_atomid       :  1.16267e+00 ; iterations: [ 1.16267e+00 ]
atom_name            :  3.79824e-01 ; iterations: [ 3.79824e-01 ]
sbond_2_atomid       :  2.59006e-01 ; iterations: [ 2.59006e-01 ]
sbond_7_atomid       :  2.56907e-01 ; iterations: [ 2.56907e-01 ]
sbond_3_atomid       :  1.94182e-02 ; iterations: [ 1.94182e-02 ]

Aggregators
count                :  3.62752e+00 ; iterations: [ 3.62752e+00 ]
projection2_mode     :  1.74467e+00 ; iterations: [ 1.74467e+00 ]
mode                 :  9.26101e-01 ; iterations: [ 9.26101e-01 ]
sum                  :  7.14880e-01 ; iterations: [ 7.14880e-01 ]
min                  :  6.42209e-01 ; iterations: [ 6.42209e-01 ]
projection0_mode     :  5.05949e-01 ; iterations: [ 5.05949e-01 ]
max                  :  1.85117e-01 ; iterations: [ 1.85117e-01 ]

