Attributes
atom_atomtype[X,Y,Y] :  4.32464e+00 ; iterations: [ 4.32464e+00 ]
atom_name[X,Y,Y]     :  1.03161e+00 ; iterations: [ 1.03161e+00 ]
sbond_1_atomid[X,Y,Y]:  6.69921e-01 ; iterations: [ 6.69921e-01 ]
atom_charge[X,Y,Y]   :  5.75721e-01 ; iterations: [ 5.75721e-01 ]
atom_atomtype[Y,Y,Y] :  4.13328e-01 ; iterations: [ 4.13328e-01 ]
atom_charge[Y,Y,Y]   :  4.09458e-01 ; iterations: [ 4.09458e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.84820e-01 ; iterations: [ 3.84820e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.03791e-01 ; iterations: [ 2.03791e-01 ]
sbond_2_atomid[X,Y,Y]:  8.43095e-02 ; iterations: [ 8.43095e-02 ]
sbond_7_atomid[Y,Y,Y]:  6.52703e-02 ; iterations: [ 6.52703e-02 ]
atom_name[Y,Y,Y]     :  7.50000e-03 ; iterations: [ 7.50000e-03 ]

Attributes summed
atom_atomtype        :  4.73797e+00 ; iterations: [ 4.73797e+00 ]
sbond_1_atomid       :  1.05474e+00 ; iterations: [ 1.05474e+00 ]
atom_name            :  1.03911e+00 ; iterations: [ 1.03911e+00 ]
atom_charge          :  9.85179e-01 ; iterations: [ 9.85179e-01 ]
sbond_2_atomid       :  2.88101e-01 ; iterations: [ 2.88101e-01 ]
sbond_7_atomid       :  6.52703e-02 ; iterations: [ 6.52703e-02 ]

Aggregators
count                :  3.27523e+00 ; iterations: [ 3.27523e+00 ]
sum                  :  1.59270e+00 ; iterations: [ 1.59270e+00 ]
projection2_mode     :  1.56207e+00 ; iterations: [ 1.56207e+00 ]
mode                 :  9.47471e-01 ; iterations: [ 9.47471e-01 ]
min                  :  5.95635e-01 ; iterations: [ 5.95635e-01 ]
projection0_mode     :  1.97262e-01 ; iterations: [ 1.97262e-01 ]

