Attributes
atom_atomtype[X,Y,Y] :  4.77040e+00 ; iterations: [ 4.77040e+00 ]
atom_charge[X,Y,Y]   :  1.32014e+00 ; iterations: [ 1.32014e+00 ]
atom_name[X,Y,Y]     :  2.35734e-01 ; iterations: [ 2.35734e-01 ]
atom_charge[Y,Y,Y]   :  2.34209e-01 ; iterations: [ 2.34209e-01 ]
sbond_1_atomid[X,Y,Y]:  1.92746e-01 ; iterations: [ 1.92746e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.20988e-01 ; iterations: [ 1.20988e-01 ]
sbond_2_atomid[X,Y,Y]:  9.52069e-02 ; iterations: [ 9.52069e-02 ]
sbond_1_atomid[Y,Y,Y]:  9.26358e-02 ; iterations: [ 9.26358e-02 ]
sbond_2_atomid[Y,Y,Y]:  9.06636e-02 ; iterations: [ 9.06636e-02 ]
atom_atomtype[Y,Y,Y] :  6.45905e-02 ; iterations: [ 6.45905e-02 ]
sbond_7_atomid[X,Y,Y]:  3.73709e-02 ; iterations: [ 3.73709e-02 ]

Attributes summed
atom_atomtype        :  4.83499e+00 ; iterations: [ 4.83499e+00 ]
atom_charge          :  1.55435e+00 ; iterations: [ 1.55435e+00 ]
sbond_1_atomid       :  2.85382e-01 ; iterations: [ 2.85382e-01 ]
atom_name            :  2.35734e-01 ; iterations: [ 2.35734e-01 ]
sbond_2_atomid       :  1.85871e-01 ; iterations: [ 1.85871e-01 ]
sbond_7_atomid       :  1.58359e-01 ; iterations: [ 1.58359e-01 ]

Aggregators
count                :  4.65309e+00 ; iterations: [ 4.65309e+00 ]
sum                  :  1.07051e+00 ; iterations: [ 1.07051e+00 ]
min                  :  5.46932e-01 ; iterations: [ 5.46932e-01 ]
projection2_mode     :  4.35982e-01 ; iterations: [ 4.35982e-01 ]
mode                 :  2.98800e-01 ; iterations: [ 2.98800e-01 ]
projection0_mode     :  2.25998e-01 ; iterations: [ 2.25998e-01 ]
max                  :  2.33726e-02 ; iterations: [ 2.33726e-02 ]

